description,idx,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B10,B11,B12,QA10,QA20,QA60,Cropland,Longitude,croptype,desc,invalid
,2279,2342,2567,3023,3714,4235,4798,5053,4963,5306,2388,106,5455,4418,0,0,2048,90,9.260114212,Orchard,Rainfed - Oilve Orchards/fodder (Oat)-SC-SS,0
,2093,1775,1743,2019,2243,2447,2994,3232,3123,3335,1540,214,3560,2650,0,0,1024,0,9.240837357,Barley/Wheat,Rainfed Wheat- LS,0
,2094,1804,1638,1836,2156,2539,3413,3768,3672,4088,2164,176,3750,2741,0,0,1024,100,9.212302977,Barley/Wheat,Rainfed - Barley -SC-SS,0
,2172,2162,1973,2152,2326,2766,3639,4020,3737,4208,2093,542,3213,2498,0,0,1024,97,9.274239134,Non-cropland,Shrubland-LS,0
,2287,1821,1603,1676.5,1794,2334,3232.5,3630,3612,3894.5,1736.5,63.5,2917,2271,0,0,1024,100,9.540579672,Orchard,Rainfed-Olive Orchards/Barley-SC-SS,0
,2096,2629.5,2922,2844,3151.5,3357.5,3683,3913,3841,4078,1932.5,58.5,4334,3330,0,0,1024,100,9.522801623,Barley/Wheat,Rainfed - Barley -SC-LS,0
,2095,2250,2184.5,2184,2626.5,2876,3378,3689,3658,3966.5,1775.5,183.5,4260,3341,0,0,1024,80,9.496592661,Barley/Wheat,Rainfed - Barley -SC-SS,0
,2098,1520.5,1681.5,1738.5,2053.5,2230.5,2842.5,3188.5,3220.5,3362,1285,59,3169.5,2440,0,0,512,5,9.639029774,Barley/Wheat,Rainfed - Barley -SC-LS,0
,2280,1687,1412.5,1537,1712.5,1992,2993,3310,3297,3610.5,1601.5,19,3211.5,2383,0,0,512,10,9.696305438,Orchard,Irrigated orchards (peach) /Barren-SC-SS,0
,2282,1779.5,1778,2055.5,2629.5,2850,3211,3454.5,3361.5,3713,1389,114,4392,3626,0,0,1024,,9.842767592,Orchard,Rainfed - orchards (Almond)/Barren -SC-LS,0
,2283,1485,1410,1525.5,1714,1965,3008,3634.5,3577.5,3843.5,1426.5,19,2874,2130,0,0,512,,9.890474965,Orchard,Irrigated-orchards (Olive)/Wheat - DC-SS,0
,2281,1598.5,1483,1654,2099.5,2392.5,2884,3180,3086,3434,1421.5,19.5,3645,2676,0,0,512,,9.744070761,Orchard,Rainfed - orchards (olive)/Barren -SC-LS,0
,2173,1750,1893.5,2273,2908,3192,3535.5,3826.5,3640.5,4037,1444.5,28.5,4968.5,3904,0,0,1024,10,9.812811888,Non-cropland,Shrubland/Grassland,0
,2101,1759,1680,1722,1802.5,2108.5,2894,3160.5,3143,3363.5,1280,205,2820.5,2138.5,0,0,1024,50,9.863619036,Barley/Wheat,Irrigated-Wheat/Barley-SC-SS,0
,2174,1638,1598.5,1776,2098.5,2142.5,2632.5,2957,3166,3202.5,1349,132,2709.5,2183.5,0,0,1024,0,9.741766762,Non-cropland,Forests (Pinus halepensis) - LS,0
,2286,1879,1796,1962.5,2409.5,2765.5,3272.5,3529,3431,3699.5,1567,207.5,4007,2968.5,0,0,1024,99,9.699753098,Orchard,Rainfed - Olive Orchards/Barley- SC-MS,0
,2175,1892.5,1809,1855,2016.5,2340.5,3137,3420.5,3404.5,3689.5,1762.5,269.5,3270,2529.5,0,0,1024,13,9.662738222,Non-cropland,Forest/Shrubland,0
,2097,1743.5,1814,2126,2670.5,2838.5,3283.5,3514.5,3472.5,3722,1441,103.5,4267.5,3330.5,0,0,1024,10,9.631145282,Barley/Wheat,Rainfed - Barley - SC-MS,0
,2102,2356,2286,2458,3018,3235.5,3701.5,4009,3997.5,4256,2124.5,211,4494.5,3700,0,0,1024,80,9.619505724,Barley/Wheat,Rainfed-Barley-SC-LS,0
,2103,1962,1767,1948.5,2275.5,2620,3545.5,3917,3903.5,4213,1853.5,82,3577.5,2706.5,0,0,1024,90,9.567784705,Barley/Wheat,Rainfed-Barley-SC-SS,0
,2077,1960.5,1724.5,1716,1557,1928.5,3504.5,4224,4169,4472,2063.5,159,2254,1518.5,0,0,1024,98,9.728279503,Barley/Wheat,Rainfed-wheat-SC-LS,0
,2078,2337,2147,2026.5,1919.5,2259.5,3374.5,3936.5,3827,4059.5,1984.5,152.5,2272,1692,0,0,1024,94,9.663514577,Barley/Wheat,Rainfed-wheat (tendre)-SC-MS,0
,2179,2056,1732,1658,1500.5,1904.5,3570,4178.5,4278,4447,1704.5,183,1916.5,1234,0,0,1024,82,9.591232168,Oats,Rainfed-SC-oats/barley-LS,0
,2079,2535,2373.5,2187,2048,2477,3639,4113.5,3984.5,4333,1670,196.5,2643.5,2001.5,0,0,1024,100,9.628045294,Barley/Wheat,Rainfed-barley-SC-LS,0
,2046,2170.5,1806,1870.5,1875,2221.5,3357.5,3886.5,3714,4149,2181,52.5,2694.5,1875.5,0,0,1024,85,9.575805556,Barley/Wheat,Rainfed-SC-barley-LS,0
,2144,2780.5,2594,2434,2419,2730,3338,3601.5,3532.5,3745,2175,329,2500,1989.5,0,0,1024,0,9.583286095,Non-cropland,Forests/shrublands-VLS,0
,2081,3166.5,2894,2671,2687,3020,3846,4199,4032,4281,2680,674.5,2416,2056,0,0,512,100,9.381955101,Barley/Wheat,Rainfed-wheat-SC-LS,0
,2044,3109.5,2816,2664,2674,3006,3768,4060,3914,4137,2670.5,693,2397,1974,0,0,512,100,9.380987449,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2195,3077.5,3399,3175,3290,3609,4221,4516.5,4705,4745.5,2488.5,792,3504,2929.5,0,0,1024,15,9.414722222,Orchard,Rainfed-olive orachards /Barren-VLS,0
,2143,2572,2428.5,2352.5,2419.5,2650.5,3261.5,3518,3587.5,3661,2128.5,211,3304,2423,0,0,1024,26,9.471769392,Non-cropland,Waste lands/rangelands,0
,2080,2135.5,1935.5,1750,1631,1864.5,2911.5,3362,3266,3549.5,1501,133,2335.5,1428.5,0,0,1024,100,9.544381705,Barley/Wheat,Rainfed-barley-SC-LS,0
,2045,2311,1996.5,1853,1739.5,2073,3278.5,4004.5,4121.5,4254,2169.5,126.5,1878,1384.5,0,0,1024,96,9.518071415,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2104,2793,2498,2327.5,2329,2454,3337.5,3668,3549,3844,2245,147,2575,1963.5,0,0,1024,57,9.482342101,Barley/Wheat,Irrigated-Barley - DC-MS,0
,2105,2407,2139,2274,2914,3327.5,3841,4118.5,4028,4368.5,2173,153,4058,3486,0,0,1024,,9.445952394,Barley/Wheat,Rainfed - Wheat/Barley -SC-LS,0
,2106,3415.5,3076,3054.5,3280,3642.5,4383,4716,4521,4854.5,2973,232,3523.5,2932,0,0,1024,100,9.431767728,Barley/Wheat,Irrigated-Wheat-SC-MS,0
,2288,2719.5,2611.5,2593.5,2681,2944,3765.5,4085,4004.5,4247,2316.5,210.5,2911.5,2303,0,0,1024,100,9.41773099,Orchard,Rainfed-Olive Orchards/Wheat-SC-LS,0
,2137,2594,2225,2119,2052.5,2309.5,3589,4508.5,4381,4628.5,2368,607,2128,1633,0,0,1024,100,9.409316793,Fodder,Irrigated -fodder (Oat)-SC-MS,0
,2127,2390,2275,2133,2008,2214,2853,3109,3074,3191,1810.5,705,2159,1531,0,0,1024,96,9.332744383,Fababean,Rainfed-Fava bean -SC-LS,0
,2043,2717,2402,2432,2362,2644,3547,3921,3800,4046,2443,778,2342,1863,0,0,1024,90,9.295468727,Barley/Wheat,Rainfed-SC-wheat-MS,0
,2159,2299,2326,2363,2483,2979,3615,3885,3761,3958,1871,490,3435,2663,0,0,1024,0,9.25504813,Non-cropland,Forest (Cupressus sempervirens),0
,2135,2297,2305,2254,2121,2619,4318,5243,5400,5614,2563,836,2821,1920,0,0,1024,100,9.232409414,Fodder,Rainfed -Fodder (Oat)-SC-MS,0
,2082,2643,2327,2296,2409,2810,3617,3914,3752,4029,2388,822,3102,2113,0,0,1024,48,9.276187033,Barley/Wheat,Rainfed-wheat-SC-LS,0
,2107,2782.5,2577,2444,2397,2697,3621,4020.5,3876,4132.5,2444,621,2330,1900,0,0,1024,100,9.327759582,Barley/Wheat,Rainfed-Wheat-SC-SS,0
,2289,2314,2044,2386,2869,3293,4298,4645,4657,4929,2255,728,4407,3416,0,0,1024,10,9.330213982,Orchard,Rainfed - orchards (olive/Amandier)/Oats -DC-SS,0
,2108,1782,1788,2241,2597,2779,3229,3493,3390,3544,1603,142,4016,3060,0,0,1024,,9.289466838,Barley/Wheat,Rainfed - Wheat/Barley-SC-LS,0
,2290,1318,1195,1485,1389,2136,3757,4314,4138,4570,1793,32,3199,2138,0,0,1024,100,9.272241956,Orchard,Rainfed-Orchards (Olive/Alomnds)/Barren-LS,0
,2291,1426,1254,1256,1036,1432,2737,3204,3184,3459,1506,148,1973,1115,0,0,1024,97,9.264313471,Orchard,Rainfed-Olive Orchards/Wheat (tendre)-SC-LS,0
,2124,1366,1101,1121,998,1464,3191,3738,3768,3906,1693,48,2237,1461,0,0,1024,100,9.227623038,Fababean,Rainfed-SC-fababean-LS,0
,2194,2061,1882,1984,2376,2867,3723,4148,3952,4534,1916,137,4391,3519,0,0,1024,0,9.240116297,Orchard,Rainfed-olive orachards /Barren-VLS,0
,2109,1227,964,1003,948,1438,2597,2960,2840,3162,1532,23,2473,1591,0,0,1024,25,9.337849515,Barley/Wheat,Irrigated- Wheat/Barley - SC-LS,0
,2309,2257,1794,1732,1829,2122,2921,3252,2990,3400,1855,676,2485,1832,0,0,1024,99,9.29298038,Vegetable,Rainfed-Wheat/vegetable (peas)-SC-LS,0
,2145,1744,1551,1613,1416,1889,3685,4248,4096,4488,1916,289,2398,1519,0,0,1024,15,9.444927129,Non-cropland,Forests/Orchad-VLS,0
,2292,1790.5,1549.5,1588,1568,1968,3096,3529.5,3361.5,3720.5,1524.5,106,2808.5,1910,0,0,1024,97,9.536472222,Orchard,Rainfed- Orchards Almonds/Barren-SC-LS,0
,2310,1445,1324,1253,1130,1503,2616,3026,2956,3341,1427,218,2438,1504,0,0,1024,36,9.447408393,Vegetable,Irrigated-Vegetable(Peas)-SC-MS,0
,2193,2280,2022,2092,2275,2675,3573,3982,3741,4152,1850,622,3209,2429,0,0,1024,10,9.401000797,Orchard,Rainfed-olive orachards /Barren-VLS,0
,2141,1725,1697,1605,1463,1951,2694,3052,3041,3216,1228,353,2557,1772,0,0,1024,0,9.306699744,Non-cropland,Forests/shrublands-VLS,0
,2028,1531,1471,1439,1017,1522,3747,4706,4550,5027,1721,285,1884,968,0,0,1024,92,9.353589304,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2029,2363,2099,2040,1862,2280,3960,4624,4504,4890,2301,821,2400,1619,0,0,1024,98,9.277403504,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2030,2029,1742,1873,1848,2219,3543,4065,4077,4314,2139,451,3468,2347,0,0,1024,70,9.251039341,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2031,1576,1455,1490,1391,1949,3858,4453,4212,4818,2014,107,2557,1524,0,0,1024,60,9.235555556,Barley/Wheat,Rainfed-SC-barley-LS,0
,2023,1751,1445,1425,1136,1638,4269,5654,5608,6084,2179,353,2115,1113,0,0,1024,97,9.295277778,Barley/Wheat,Irrigated-SC-wheat-VLS,0
,2185,2365,2423,2326,2054,2468,3987,4499,4495,4647,2049,552,2351,1623,0,0,1024,10,9.339444444,Olive,Rainfed-SC-olive/fababean-LS,0
,2022,1672,1410,1303,988,1414,3356,4299,4124,4598,1629,318,1596,912,0,0,1024,95,9.215,Barley/Wheat,Rainfed-SC-wheat/fababean-LS,0
,2009,1496,1240,1202,905,1241,3000,3847,3714,4117,1678,294,1547,834,0,0,1024,98,9.250555556,Barley/Wheat,Rainfed-SC-wheat-LS,0
,2300,1729,1430,1333,1292,1435,1961,2210,2087,2351,1161,313,2784,1754,0,0,1024,97,9.308811441,Vegetable,Rainfed-SC-sunflower-LS,0
,2007,2534,2423,2234,2130,2349,3483,4051,3942,4275,2183,269,1835,1372,0,0,1024,98,9.363597998,Barley/Wheat,Rainfed-SC-wheat-LS,0
,2008,1466,1213,1153,884,1292,3678,4840,4893,4976,1978,156,1735,888,0,0,1024,92,9.313483154,Barley/Wheat,Rainfed-SC-wheat-LS,0
,2006,2436,2291,1944,1836,2074,3444,4061,3762,4261,2381,186,2154,1498,0,0,1024,98,9.405163755,Barley/Wheat,Rainfed-SC-wheat-LS,0
,2122,1743,1410,1251,996,1396,3387,4108,3997,4319,1681,227,1560,934,0,0,1024,95,9.435487751,Fababean,Rainfed-SC-fababean-LS,0
,2189,2243,2267,2088,2024,2167,2838,3076,3283,3174,1486,115,2953,2254,0,0,1024,100,9.529200167,Orchard,Irrigated-grape orchards /Barren-VLS,0
,2192,2233,1947,1836,1830,2157,3084,3431,3215,3616,1578,211,2656,1822,0,0,1024,91,9.525775728,Orchard,Irrigated-grape orchards /Barren-VLS,0
,2052,1382.5,1066.5,1048,770,1371,3349.5,4078,3895,4357.5,1552.5,15.5,2101,1057,0,0,512,84,9.662919118,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2024,1327,1029.5,979.5,689,1144,2780.5,3414.5,3258.5,3698,1148.5,16,1667.5,814,0,0,0,99,9.657314878,Barley/Wheat,Rainfed-SC-barley-LS,0
,2129,1568.5,1385.5,1528,1174.5,1878,4335.5,5055.5,4882.5,5337,1776.5,94,1914.5,938.5,0,0,1024,98,9.681405273,Fodder,Rainfed-SC-fodder-VLS,0
,2190,1394,1147,1200,1318,1697,2559.5,2915,2793.5,3132,1021,19,2744.5,2078,0,0,0,0,9.842458684,Orchard,Irrigated-almond/olive orchards / Barren-LS,0
,2191,1702,1386,1472.5,1984,2182,2817.5,3111.5,3091.5,3311,1277.5,124.5,3479,2581,0,0,2048,0,9.807922,Orchard,Irrigated-almond orchards /Barren-LS,0
,2027,1402.5,1129.5,1175.5,932.5,1436.5,2736.5,3236,3181.5,3518.5,1100,16,1932.5,997.5,0,0,1024,93,9.77163645,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2296,1903.5,1697,1645.5,1504,1965,3718,4227,4114.5,4457.5,1634,114,2252.5,1394.5,0,0,1024,100,9.865470305,Orchard,Rainfed Olive Orcahards/Barren-SC-LS,0
,2115,1949,1843,1688,1459,1901.5,3422.5,4021,3936,4244.5,1660.5,427.5,2496,1569,0,0,1024,100,9.847067373,Barley/Wheat,Rainfed-Wheat-SC-LS,0
,2128,1969.5,1518.5,1512.5,1491,1877,3021,3384,3246,3532,1420,311,2236,1349,0,0,1536,100,9.820648904,Fababean,Rainfed Fodder (Faba bean) -SC-MS,0
,2114,1525.5,1292,1230,1163,1472,2287,2576.5,2588.5,2848.5,1280,66.5,2418.5,1523,0,0,1024,25,9.845295583,Barley/Wheat,Irrigated-Wheat/barley- SC-LS,0
,2113,1354,1194,1109.5,889,1273.5,2426,2882,2861,3127,1180.5,50,1981,1179,0,0,1024,100,9.768505098,Barley/Wheat,Irrigated-Wheat-SC-SS,0
,2293,1747,1609.5,1592,1593,1912,2859,3242.5,3134,3450.5,1336.5,135.5,2714,1891.5,0,0,1024,10,9.729821079,Orchard,Rainfed - orchards (olive/Fodder (oat)) -DC-SS,0
,2051,1670.5,1350.5,1333,1159.5,1565,2916.5,3316,3232.5,3544.5,1235.5,175.5,1921.5,1115,0,0,1024,100,9.662220746,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2111,2092,1686,1736.5,1888,2223,2851,3166.5,3018,3360,1398,165,2905.5,2083.5,0,0,1024,10,9.649261176,Barley/Wheat,Rainfed - Wheat/Barley-SC-LS,0
,2138,1995,1739,1668.5,1513.5,2005,3793.5,4384.5,3992.5,4635,1958,221.5,2208.5,1381,0,0,1024,97,9.665539591,Fodder,Rainfed Fodder (Fungrek) -SC-LS,0
,2050,2066,1863,1841.5,1715,2216.5,3391.5,3838,3755.5,4074.5,1857.5,216.5,2853.5,1915,0,0,1024,98,9.660269482,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2049,1842.5,1575,1546,1507,1864.5,2668,2993,2875.5,3164,1484,63,2462,1610.5,0,0,1024,100,9.642127564,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2110,1919,1481,1369.5,1159,1507.5,3076.5,4070,3967,4362.5,1769.5,40.5,1606.5,1073.5,0,0,1024,100,9.656444581,Barley/Wheat,Rainfed-Wheat-SC-LS,0
,2048,2718,2395,2297,2254,2580.5,3602,4032,3871.5,4205.5,1910,179,2456,1894,0,0,1024,85,9.617419297,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2047,2592.5,2411,2371,2355.5,2650,3629,4018,3901,4116,2084,172.5,2423.5,1789.5,0,0,1024,95,9.603564028,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2158,1773.5,1494.5,1441,1561,1801.5,2408,2762,2754.5,2985.5,1404,161,2354,1719,0,0,1024,0,9.759240807,Non-cropland,Forest planted (Eucalyptus),0
,2157,1656.5,1785.5,1616,1403.5,1625,2168,2325.5,2605,2441,969.5,199.5,1999,1217.5,0,0,1024,0,9.798229909,Non-cropland,Forest (Pinus halepensis),0
,2217,1704.5,1515,1463,1590,1798,2368,2676.5,2661.5,2924,1274,126.5,2975,2064.5,0,0,1024,,9.853473845,Orchard,Irrigated-Orchards (olive) / Barren-SC-LS,0
,2134,1493.5,1224.5,1218,1157,1613.5,2649,3038,2928.5,3351,1276.5,37.5,2415.5,1446.5,0,0,512,99,9.877469605,Fodder,Irrigated- Fodder (Bersim)- SC- MS,0
,2182,1577,1522.5,1590,1658,2128,3134.5,3534,3465.5,3658,1107,17,3188.5,2361.5,0,0,512,99,9.920576556,Oats,Rainfed-SC-oats-MS,0
,2181,1759.5,1442.5,1380.5,1326.5,1729.5,2697,3086.5,3017.5,3313.5,1512.5,44,2348.5,1513,0,0,1024,83,9.972834102,Oats,Rainfed-SC-oats/barley-LS,0
,2063,2041,1748.5,1664.5,1446,1842.5,3332,3939,3869,4148.5,1859,376,2225,1397,0,0,1024,100,10.06801152,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2062,2075,1831.5,1800,1672.5,2094.5,3311,3761.5,3743.5,3975.5,1731.5,310.5,2355,1518,0,0,1024,99,10.03966606,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2061,1534.5,1295,1252.5,1172.5,1563,2601,2993,3064.5,3292,1224,41.5,2411,1471.5,0,0,1024,94,10.02180472,Barley/Wheat,Rainfed-SC-wheat-MS,0
,2152,1613,1402.5,1483.5,1593,1834,2506.5,2744,2648,2837,1015,30.5,2852.5,1941.5,0,0,512,53,10.01890672,Non-cropland,Shrublands/hills/forest,0
,2076,1422,1226.5,1161.5,979,1364,2880.5,3469,3374,3766.5,1282.5,110,2197.5,1173,0,0,1024,98,9.923051501,Barley/Wheat,Rainfed-wheat-SC-LS,0
,2133,1308.5,1043.5,933.5,761,1182.5,2433,2936,2883,3193,1101.5,15,1977.5,1083.5,0,0,512,100,9.932762362,Fodder,Rainfed-Fodder (Oat)- SC-LS,0
,2075,1403,1152.5,1049,713,1122.5,3326.5,4450.5,4402,4777,1546,115,1595,791.5,0,0,1024,100,9.967595638,Barley/Wheat,Irrigated-wheat (tendre)-SC-LS,0
,2116,1701,1583,1817.5,2091.5,2448.5,2996,3300.5,3001,3406,1103,45.5,3638.5,2707,0,0,512,100,9.98651689,Barley/Wheat,Rainfed-Barley-SC-LS,0
,2216,2060,1987,2157.5,2561,2700,3068,3309,3188,3447,1419.5,83,3837.5,3123.5,0,0,1024,,10.02346732,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2132,1426,1258,1273,1382.5,1829.5,2940.5,3344.5,3241.5,3554,1268.5,16.5,2801.5,1845.5,0,0,512,100,10.07944075,Fodder,Rainfed-Fodder (Fenugreek) - SC-LS,0
,2117,1418.5,1230.5,1257,1290.5,1612,2296,2577,2564.5,2838,948.5,16.5,2453,1694,0,0,512,100,10.03661979,Barley/Wheat,Rainfed-Barley-SC-LS,0
,2025,1263.5,1040,1116,768.5,1361.5,3561.5,4253,4092.5,4490.5,1443.5,26.5,1544,718.5,0,0,512,97,9.978628728,Barley/Wheat,Rainfed-SC-barley-LS,0
,2123,1449.5,1193.5,1184.5,1188,1418,2474,2874,2757.5,3013.5,997.5,31,2089.5,1276.5,0,0,512,97,9.962522265,Fababean,Rinfed-SC-fababean-VLS,0
,2026,1595,1266.5,1217.5,971,1497,2923.5,3458,3382,3628,1638,110,1935.5,1193,0,0,1024,93,10.02538416,Barley/Wheat,Rainfed-SC-barley-VLS,0
,2297,2052.5,2069.5,2214,2478.5,2807,3553.5,3888.5,3683.5,3986,1621,34,3353.5,2599.5,0,0,512,5,10.06710936,Orchard,Rainfed - orchards (olive) /Barren-SC-LS,0
,2001,1380,1072.5,1038.5,882,1339,2521,2948.5,2901.5,3226.5,1134.5,19.5,2069,1187.5,0,0,512,80,10.22700276,Barley/Wheat,Irrigated-SC-barley-LS,0
,2074,1429,1115,1191.5,1007.5,1546,2735.5,3189.5,3118.5,3451.5,1236,15.5,2425,1386,0,0,0,98,10.12475035,Barley/Wheat,Rainfed-wheat-SC-LS,0
,2215,1550.5,1549,1695.5,2029.5,2052,2544,2785,2904.5,2977,1004,18,3569.5,2782.5,0,0,512,48,10.12673695,Orchard,Irrigated-orchards (pear) /  Barren-SC-MS,0
,2073,1389,1114,1104,895.5,1367,3045,3728.5,3611.5,4059.5,1411,15.5,2017.5,1094,0,0,512,93,10.12948567,Barley/Wheat,Rainfed-barley-SC-LS,0
,2053,1288.5,974,888,586,981.5,3013.5,3811.5,3684,4167.5,1447.5,15,1695,780.5,0,0,512,90,10.41175287,Barley/Wheat,Rainfed-SC-wheat-MS,0
,2196,1466.5,1298.5,1214.5,1229,1475,2221.5,2480.5,2328,2658,914.5,16.5,2486,1678.5,0,0,512,0,10.38726494,Orchard,Irrigated-almond/olive orchards / Barren-LS,0
,2147,1336,1074.5,956.5,830,1093.5,1851,2137,2107,2374,778.5,14,2005,1231.5,0,0,0,0,10.35611111,Non-cropland,Forests/shrublands-VLS,0
,2146,1282,1005,861,676,938.5,1683,1938,1974,2156,796,13,1396,826,0,0,512,0,10.32229007,Non-cropland,Forests/shrublands-VLS,0
,2153,1803,1674.5,1532,1285,1563,2098.5,2315,2349.5,2437.5,1036,63,1734,1226,0,0,1024,0,10.31888889,Non-cropland,Forests/shrublands-VLS,0
,2207,1685,1384,1338.5,1298.5,1620,2499.5,2822.5,2767.5,3034.5,1193.5,92,2465,1672,0,0,1024,35,10.28834468,Orchard,Rainfed-olive orachards / Barren-LS,0
,2154,1325,997.5,809.5,594.5,852.5,1578,1826,1772,2025,772.5,27.5,1136,620.5,0,0,512,0,10.35916667,Non-cropland,Forests/shrublands-VLS,0
,2208,1413.5,1109.5,1074.5,926,1275.5,2558,2868.5,2949,3085,1026.5,16.5,1965.5,1261.5,0,0,512,25,10.42245846,Orchard,Rainfed-olive orachards / Barren -LS,0
,2064,1380,1084.5,1056,841.5,1246.5,2528.5,2971,2915.5,3183,1101.5,14.5,1874,1059.5,0,0,512,96,10.43744892,Barley/Wheat,Rainfed-SC-wheat-VLS,0
,2155,1417.5,1166,1192,1206.5,1477.5,2105,2306,2316,2527,941,14.5,2144.5,1468,0,0,512,10,10.45608442,Non-cropland,Waste lands/rangelands,0
,2065,1331,1037,961,701,1127,2361,2834,2747,3083,908,12,1570,719,0,0,0,95,10.49562284,Barley/Wheat,Rainfed-SC-wheat/oats-LS,0
,2066,1210,913,844,478,981,3177,4301,4098,4615,1299,13,1605,732,0,0,0,90,10.54611111,Barley/Wheat,Rainfed-SC-wheat-LS,0
,2067,1196,889,829,489,994,3153,4125,4137,4469,1254,11,1586,658,0,0,0,94,10.60376118,Barley/Wheat,Rainfed-SC-wheat/barley-LS,0
,2183,1186,910,833,543,984,2576,3278,3247,3694,1061,11,1318,609,0,0,0,60,10.58659208,Oats,Rainfed-SC-oats-LS,0
,2209,1216,901,874,511,951,2520,3093,3557,3384,878,12,1285,571,0,0,0,,10.5444706,Orchard,Irrigated-GW-orange orchards / Barren-LS,0
,2197,1373,1145,1079,936,1407,2231,2586,2566,2913,875,13,2411,1485,0,0,0,10,10.48038919,Orchard,Irrigated-almond/olive orchards /Barren-LS,0
,2054,1368,1132,1023,925,1177,2090,2430,2392,2673,705,14,2138,1193,0,0,0,83,10.51270994,Barley/Wheat,Rainfed-SC-wheat-MS,0
,2198,1419,1173,1166,1388,1554,1794,1991,1982,2185,741,14,3134,2065,0,0,0,78,10.53898828,Orchard,Irrigated-grape orchards / Barren-VLS,0
,2180,1276,1014,1031,975,1310,2275,2701,2779,3013,784,14,2144,1285,0,0,0,90,10.57087585,Oats,Rainfed-SC-oats-VLS,0
,2148,1471,1211,1116,1151,1377,1730,1912,1849,2051,571,12,1941,1189,0,0,0,0,10.51965461,Non-cropland,Waste lands/rangelands,0
,2199,1532,1376,1398,1653,1713,1990,2186,2051,2299,676,14,3035,2226,0,0,0,10,10.49128002,Orchard,Rainfed-olive orachards /Barren-VLS,0
,2149,1856,1923,2444,3240,3321,3645,3996,3873,4173,1144,21,5125,3980,0,0,0,0,10.26111111,Non-cropland,Fallows/Barrenland,0
,2056,1665,1428,1318,1163,1595,2939,3440,3443,3859,1101,15,2130,1120,0,0,512,100,10.28807057,Barley/Wheat,Irrigated-SC-wheat-LS,0
,2201,1444,1280,1273,1557,1645,2049,2331,2326,2594,970,17,3164,2353,0,0,512,,10.32387483,Orchard,Rainfed-olive orachards / Barren-VLS,0
,2202,1526,1365,1542,2140,2315,2648,2935,2832,3116,1094,16,3828,3056,0,0,512,,10.31123943,Orchard,Rainfed-olive orachards / Barren-VLS,0
,2055,1662,1444,1595.5,1936.5,2164,2521.5,2679,2502,2708,840,16,3642,2710,0,0,0,98,10.35855495,Barley/Wheat,Rainfed-SC-wheat-MS,0
,2304,1510,1365,1532,1778,1838,1992,2130,2027,2149,610,16,3145,2247,0,0,0,99,10.38416667,Vegetable,Rainfed-fallows/openlands,0
,2200,1504,1313,1429,1791,1906,2237,2442,2373,2589,720,17,3255,2468,0,0,0,,10.39153045,Orchard,Rainfed-olive orachards / Barren-VLS,0
,2206,1779,1710,1763,2184,2319,2700,2977.5,3029.5,3274,1299.5,70,3743.5,3091.5,0,0,1024,,10.06222222,Orchard,Irrigated-GW-olive plantations / Barren - VLS,0
,2205,1803.5,1430.5,1463,1574,1841,2303.5,2602.5,2507,2907.5,1235.5,30,3028.5,2496.5,0,0,512,,10.05472222,Orchard,Irrigated-GW-olive plantations / Barren-VLS,0
,2060,1364,1096,1174,1044.5,1373.5,2851.5,3392.5,3194.5,3591.5,1168.5,17.5,2154.5,1146,0,0,512,100,10.06861111,Barley/Wheat,Irrigated-SW-wheat-LS,0
,2305,1792.5,1623.5,1714,2011,2114.5,2420,2628.5,2443.5,2718,877,17.5,3083,2434,0,0,0,96,10.02837403,Vegetable,Irrigated-GW-watermelon-LS,0
,2130,1273.5,997.5,917,697.5,1092.5,2438,2916,2897.5,3237.5,1121.5,15.5,1990,1071,0,0,0,95,10.04533389,Fodder,Irrigated-fodder-MS,0
,2150,1947,1892.5,2286.5,2891.5,3086.5,3384,3667,3523,3824,1405,71.5,4508.5,3632,0,0,1024,0,10.16365541,Non-cropland,Wetlands/waterbodies,0
,2203,1690,1589,1695,2207,2509,2796,3086,2987,3264,1004,19,4288,3176,0,0,0,,10.22318197,Orchard,Rainfed-olive orachards / Barren-VLS,0
,2164,1757,1672,1896,2257,2451,2619,2773,2673,2947,970,18,3560,2632,0,0,512,0,10.18857145,Non-cropland,Grassland (Halophyte),0
,2151,1996.5,1835,1876,2087,2258,2553,2750.5,2662.5,2890.5,1212,41.5,2907.5,2047.5,0,0,1024,80,10.14357267,Non-cropland,Wetlands/waterbodies,0
