idx,label,scale,Longitude,Latitude,idx2,date,cropland,trees,grasses,shrubs,water,other,desc
223,Rainfed-SC-maize/pigeonpea-MS,,37.74578069010,-1.95214584415,240,11-Jun-14,85,10,,,,5,
224,Shrublands/trees,,37.77150826480,-2.07011300060,241,11-Jun-14,,10,,90,,,
224,Rainfed-SC-pigeonpea-SS,"T-30,Pi-40",37.83006941110,-2.29050716845,242,11-Jun-14,95,2.5,,,,2.5,
300,Rainfed-SC-pigeonpea-MS,,37.86684447560,-2.32442633508,243,11-Jun-14,97,1.5,,,,1.5,
300,Rainfed-SC-pigeonpea-MS,,37.89518642590,-2.36990538156,244,11-Jun-14,98,1,,,,1,
230,Shrublands/wastelands,,37.91080463560,-2.38900873455,245,11-Jun-14,,,,100,,,
231,Shrublands/forests,,37.93298596000,-2.40616423435,246,11-Jun-14,,,,100,,,
232,Rainfed-SC-pigeonpea-MS,,37.96726757930,-2.44354754332,247,11-Jun-14,95,1,,,,4,
233,Rainfed-SC-pigeonpea-MS,MS,38.01832237430,-2.52326550040,248,11-Jun-14,99,,,,,1,
234,Rainfed-SC-pigeonpea-MS,,38.04523884640,-2.55657786461,249,11-Jun-14,90,5,,,,5,
235,Forests/shrubs,,38.05334329700,-2.57438984401,250,11-Jun-14,,,,95,,5,
236,Rainfed-SC-pigeonpea-MS,,38.06663418750,-2.60282568492,251,11-Jun-14,90,5,,5,,,
237,Shrubladns/rangelands,,38.11643980770,-2.65899082046,252,11-Jun-14,10,,,90,,,
238,Rainfed-SC-pigeonpea-MS,,38.13838966420,-2.67387470317,253,11-Jun-14,100,,,,,,
238,Shrublands/forest,,38.23514769900,-2.74564829053,254,11-Jun-14,,,,100,,,
240,Shrublands/VVLS,Ideal spectra,38.40415314590,-2.92266419279,255,11-Jun-14,,,,100,,,
241,Shrublands/VVLS,,38.42955743510,-2.97183378488,256,11-Jun-14,,,,100,,,
245,Rainfed-SC-Pigeonpea-SS,,38.49653491790,-3.29680325381,257,11-Jun-14,95,5,,,,,
246,Shrubladns/forests,,38.53101552200,-3.32386138049,258,11-Jun-14,,,,100,,,
246,Plantations (Jute),,38.54115397990,-3.39657762316,259,11-Jun-14,100,,,,,,
248,Shrubladns/trees_VVLS,,38.60422875450,-3.41817509915,260,11-Jun-14,,,,100,,,
248,Shrublands/forests,,38.72024758490,-3.52942662393,261,11-Jun-14,,,,100,,,
249,Shrublands/forests/deciduous,,38.80793505620,-3.58771743580,262,11-Jun-14,,,,100,,,
250,Shrublands/forests/VVLS,,39.01310139900,-3.72220189861,263,11-Jun-14,,,,100,,,
251,Shrubladns/VLS,,39.08360552110,-3.74085292611,264,11-Jun-14,,,,100,,,
252,Rainfed-SC-maize-SS,,39.10571017990,-3.74473222054,265,11-Jun-14,90,3,,,,7,
253,Rainfed-SC-maize-LS,,39.15514580690,-3.74250576504,266,11-Jun-14,97,1.5,,,,1.5,
253,Rainfed-sisal-VLS,,39.19077118330,-3.72820360665,267,11-Jun-14,100,,,,,,
254,Rainfed-SC-maize/beans-SS,,39.22244853140,-3.77457287191,268,11-Jun-14,100,,,,,,
255,Rainfed-SC-maize-LS,,39.26762450810,-3.79503181842,269,11-Jun-14,100,,,,,,
300,Rainfed-SC-maize/pigeonpea-MS,"M-60,Pi-20,Sh/Gr-",39.28044475790,-3.79927742967,270,11-Jun-14,80,,5,15,,,
300,Rainfed-maize-SS,,39.30934497510,-3.79646044098,271,11-Jun-14,95,2,,,,3,
257,Forests/shrubs,,39.36752983230,-3.79165866583,272,11-Jun-14,,,,100,,,
258,Rainfed-SC-maize-VVLS,,39.42263594710,-3.81672592965,273,11-Jun-14,100,,,,,,
300,Rainfed-maize-LS,,39.46228869750,-3.85722546471,274,11-Jun-14,90,5,,,,5,
300,Rainfed-SC-maize-LS,,39.48831367970,-3.84118500506,275,11-Jun-14,97,,,,,3,
255,Shrublands/forests,,39.48467060420,-3.80551617878,276,11-Jun-14,,,,100,,,
300,Rainfed-SC-maize-SS,,39.45713099500,-3.72906587184,277,11-Jun-14,98,2,,,,,
300,Rainfed-SC-maize-LS,,39.44135523060,-3.68111403909,278,11-Jun-14,96,,,,,4,
258,Shrublands/trees,,39.47276054100,-3.62197331407,279,11-Jun-14,,,,100,,,
300,Rainfed-SC-maize-LS,,39.50526669210,-3.56661052129,280,11-Jun-14,100,,,,,,
300,Shrublands,,39.55358837830,-3.49841470797,281,11-Jun-14,,,,100,,,
300,Rainfed-SC-maize-LS,,39.61316110870,-3.41825842340,282,11-Jun-14,100,,,,,,
300,Shrubladnds,,39.65576702370,-3.35386820081,283,11-Jun-14,,,,100,,,
300,Rainfed-SC-maize-LS,,39.70837681990,-3.30366138334,284,11-Jun-14,100,,,,,,
300,Shrubladnsd,,39.69720307310,-3.26092670273,285,11-Jun-14,,,,97,,3,
265,Rainfed-SC-maize-LS,,39.74050306760,-3.21802517543,286,11-Jun-14,95,2.5,,,,2.5,
266,Forest/shrubs,,39.76704800000,-3.17769113097,287,11-Jun-14,,,,100,,,
268,Rainfed-SC-maize-SS,,39.68442823300,-3.17499698425,288,11-Jun-14,40,50,3,,,7,
300,Shrubs,,39.60407359140,-3.16292942944,289,11-Jun-14,,,,100,,,
300,VLSShrubladns,,39.34292708000,-3.12951680878,290,11-Jun-14,,,,100,,,
260,Rangelands/shrublands/forest,,39.19172008320,-3.07151091246,291,11-Jun-14,,,,100,,,
269,Shrublands/reserve forest,,39.07526085380,-3.18106927183,292,11-Jun-14,,,,100,,,
271,Forests (Deciduous),,38.87968886290,-3.32014268764,293,11-Jun-14,,,,100,,,
300,Rainfed-SC-pigeonpea/maize-LS,,38.00393525250,-2.48074544779,294,11-Jun-14,80,10,2,,,8,
270,Rainfed-SC-pigeonpea-MS,,37.99126078650,-2.36715104232,295,11-Jun-14,95,1.5,,,,3.5,
300,Rainfed-SC-pigeonpea/maize-MS,,37.99783123960,-2.35906061069,296,11-Jun-14,96,1,,,,3,
272,Shrubalnds,,38.02858967310,-2.30332994457,297,11-Jun-14,,,,98,,2,
300,Rainfed-SC-pigeonpea-Ss,,38.03771321840,-2.27177651826,298,11-Jun-14,90,5,,5,,,
274,Rainfed-SC-pigeonpea/maize/beans-VLS,,38.04418986320,-2.24575118065,299,11-Jun-14,96,4,,,,,
300,Rainfed-SC-pigeonpea-SS,,38.04533778750,-2.22028360025,300,11-Jun-14,90,0,,10,,,
276,Forests/deciduous,,38.08638738390,-2.18147290793,301,11-Jun-14,,,,100,,,
300,Rainfed-SC-pigeonpea/maize-SS,,38.09093014000,-2.17151803983,302,11-Jun-14,85,,,15,,,
277,Rainfed-SC-pigeonpea/maize-MS,,38.13204699920,-2.12067338203,303,11-Jun-14,80,10,,10,,,
279,Shrublands/forests,,38.17438310720,-2.05260393650,304,11-Jun-14,,,,95,,5,
282,Rainfed-SC-pigeonpea/maize-MS/shrubla/trees,,38.17772194280,-1.94865856795,305,11-Jun-14,85,,,15,,,
300,Rainfed-SC-maize/pigeon-MS,,38.20697744910,-1.85714923639,306,11-Jun-14,95,5,,,,,
287,Rainfed-SC-pigeonpea-MSRainfed-SC-pigeonpea-MS,,38.17709605610,-1.80069378985,307,11-Jun-14,97,3,,,,,
288,Rainfed-SC-pigeonpea-SS,,38.06495662110,-1.71650787683,308,11-Jun-14,96,4,,,,,
288,Rainfed-SC-pigeonpea-MS,ICRISAT asite,38.04941120950,-1.66370988781,309,11-Jun-14,94,4,2,,,,
300,Rainfed-SC-pigeonpea-SS,,38.05201509970,-1.62021114303,310,11-Jun-14,97,1.5,1.5,,,,
290,Rainfed-SC-pigeonpea-LS\,,38.03410237320,-1.57715812145,311,11-Jun-14,95,3,2,,,,
300,Rainfed-SC-pigeonpea-SS,,38.03071723190,-1.49641883214,312,11-Jun-14,98,2,,,,,
300,Rainfed-SC-pigeonpea-LS,,38.03846674560,-1.45720606818,313,11-Jun-14,97,3,,,,,
292,Rainfed-SC-sorghum-SS,,38.04044954280,-1.44051773074,314,11-Jun-14,99,1,,,,,
300,Rainfed-SC-pigeonpea-SS,,38.03972709060,-1.42942998339,315,11-Jun-14,90,5,1.5,3.5,,,
293,Rainfed-SC-pigeonpea-MS,,38.00163723050,-1.34731803020,316,11-Jun-14,97,2,1,,,,
300,Rainfed-SC-pigeonpea-SS,,37.94668803910,-1.30827493777,317,11-Jun-14,96,3,1,,,,
293,Rainfed-SC-pigeonpea-LS,,37.92624982790,-1.27161316585,318,11-Jun-14,90,3,,,,7,
294,Rainfed-SC-maize/pigeonpea-SS,"m-70,Pi-20",37.87825319670,-1.20567985403,319,11-Jun-14,97,0,1,,,2,
300,Rainfed-SC-maize/pigeonpea-LS,,37.79140683700,-1.18141177235,320,11-Jun-14,100,,,,,,
300,Rainfed-SC-maize-VLS,,37.72871145850,-1.13814507156,321,11-Jun-14,99,1,,,,,
300,Shrublands/Rangelands,,37.69065505830,-0.98304971898,322,11-Jun-14,10,,,90,,,
300,Rainfed-SC-pigeonpea-SS,,37.69466395690,-0.87270555421,323,11-Jun-14,97,3,,,,,
300,Shrublands/trees/forest,,37.69133632770,-0.83553765063,324,11-Jun-14,,,,100,,,
304,Rainfed-SC-maize/Shrublands,"S-40,T-10,M-40,Gr-10",37.61751679190,-0.66281902002,325,11-Jun-14,95,3,,,,2,
307,Rainfed-SC-maize-MS,,37.49162772380,-0.57771504593,326,11-Jun-14,93,2,,,,5,
300,Rainfed-SC-banana/sugarcane/maize-MS,"T-20,Sh-20",37.43121041220,-0.54060565780,327,11-Jun-14,96,3,,,,1,
300,Rainfed-SC-maize-SS,,37.40495320120,-0.55351331994,328,11-Jun-14,97,3,,,,,
314,Rainfed-LL-rice-MS,Along inlands,37.35136595130,-0.57673531274,329,11-Jun-14,99,1,,,,,
300,Irrigated-DC-rice-rice-VLS,,37.36774766140,-0.64670166748,330,11-Jun-14,100,,,,,,
320,Irrigated-SW-DC-rice-rice-VLS,,37.35660819370,-0.69983864184,331,11-Jun-14,100,,,,,,
300,Irrigated-SW-DC-rice-rice-LS,R-100,37.30661696510,-0.73437123618,332,11-Jun-14,100,,,,,,
334,Rainfed-SC-sorghum-LS,,37.23329934880,-0.85972133156,333,11-Jun-14,95,2,,,,3,
300,Rainfed-SC-maize-SS,,37.24361700780,-0.86497395796,334,11-Jun-14,94,1,,,,5,
335,Rainfed-SC-maize/banana-LS,,37.13422287700,-0.93873554906,335,11-Jun-14,95,5,,,,,
300,Plantations-pineapple-VLS,,37.10053735190,-1.00216712592,336,11-Jun-14,100,,,,,,
300,Grasslands,,37.05988206360,-1.06120965740,337,11-Jun-14,,,100,,,,
339,Rainfed-SC-maize-MS,,36.96349057370,-1.16152782486,338,11-Jun-14,,,,,,,

