idx,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,lat,lon,desc
4203,7910,8151,7659,7553,7693,7342,7251,7428,6961,6462,7003,6465,6763,5508,5238,5909,5181,4835,5393,5958,6886,6660,7862,0,-26.82578511,30.96519557,
4205,6431,5750,5259,5764,6643,6528,5779,5442,4892,4260,3835,3646,3281,3069,2894,2805,2316,3065,3754,3970,5007,4945,4802,0,-27.34853249,31.5475462,
4206,5759,4867,5301,5089,5063,5453,4735,4695,3223,3366,2754,2587,2372,2527,2516,2646,3047,3652,5025,5534,6201,5588,5552,0,-26.79185774,27.76610991,
4209,7687,4257,7149,5983,7190,7151,7229,6068,5870,5660,5121,4513,4334,3962,3781,3545,3081,3278,3797,4060,5209,6306,6523,0,-27.08817046,31.73112271,
4213,5049,3938,5753,5346,5350,6166,5619,5495,4145,3879,3192,2901,2831,2720,2547,2596,2391,2456,3506,3242,3053,3610,4361,0,-28.36773888,30.69174133,
4217,6035,6346,6462,6708,6583,6338,6361,5510,5426,4507,4007,3694,3212,3160,2986,2856,2906,2957,3450,4503,4205,5109,4900,0,-30.74006254,28.37719581,
4218,6678,5501,5698,5374,6823,6658,5884,5350,4777,3704,3496,2983,2858,2673,2879,2321,2281,2750,3595,3541,5023,4150,4037,0,-27.25810684,31.75212921,
4222,4202,4659,5516,5491,5840,5582,5593,5152,3887,3741,3107,2493,2422,2409,2463,2188,2422,2587,2752,3314,3823,3472,3801,0,-29.34136495,27.57782471,
4228,7351,7186,7597,7363,7527,6539,4888,4064,3240,2790,2595,2592,2325,2306,2240,2104,2260,2329,2119,2858,2790,2797,2827,2,-28.34511325,28.39532758,
4236,6763,6985,7899,7924,8162,7219,5801,4338,3494,3004,2992,2718,2695,2564,2452,2283,2225,2306,2523,3279,3503,4059,6575,0,-28.33155239,28.92615413,
4237,7031,5162,4916,5422,5612,5577,7697,6339,5780,4426,4060,3963,3291,3353,2784,3003,3187,3501,3692,4542,4944,4545,5692,0,-28.71162745,30.58028466,
4246,6169,5123,5271,4830,5392,5220,4637,4051,3415,3295,3238,2776,2756,2399,2586,2737,2518,2839,2880,4182,3881,4475,5130,0,-28.23538753,29.1166686,
4248,6942,6626,6946,7087,7376,7426,7078,7588,7203,6808,6136,5484,5747,5317,4958,3645,3373,3875,4373,4988,4973,3812,3542,0,-28.55473123,32.01254442,
4250,5935,5499,5685,5317,6577,6883,6607,6295,5930,5309,5000,4348,3827,3931,3581,3395,3254,3453,4962,5023,4852,3969,3574,0,-28.49619392,32.10651838,
4251,6330,6847,6556,6079,6900,7419,6674,6683,5382,4529,4287,4052,3946,3641,3410,3189,2881,3054,3978,3739,4918,5284,6636,0,-26.90198247,31.41194551,
4255,6672,6385,6976,6579,7403,7255,6745,6117,5836,4998,4939,4318,4463,3685,3799,3417,3136,3333,3743,4384,6031,6447,7180,0,-27.03599864,31.49905165,
4256,6152,5854,6159,5103,5553,5032,4578,4343,3459,2742,2745,2572,2546,2248,2375,2070,2175,2746,3844,4261,5117,5230,6020,0,-27.13875206,28.78032289,
4260,6974,6541,7231,7201,7916,7047,6621,5715,5370,4446,4101,3546,3221,3192,2892,2496,2572,2740,5026,5275,4513,5049,6146,0,-30.35041599,30.0109275,
4266,7113,7303,6836,6605,7172,7136,6158,6514,5679,6366,6809,6652,6275,6259,6511,5961,4325,5477,4817,5549,4572,5517,6326,0,-26.86475928,30.31412912,
4286,7621,5515,7393,6980,7807,7403,4664,4711,3694,3257,3032,2685,2500,2533,2285,2330,2517,2690,5126,5739,8463,8649,7919,0,-27.18370295,29.90394478,
4296,6606,5757,5618,4785,7121,6998,5788,4881,4483,4357,4022,4352,3431,3293,3059,2893,2724,3019,3448,4121,4417,4325,5984,0,-28.69385302,31.72067912,
4299,6264,6572,7376,7354,6799,6714,5945,5297,4228,3684,3387,2916,2722,2573,2700,2441,2763,2750,3321,5266,4953,5700,6082,0,-30.15735514,29.02649255,
4308,5520,4646,3544,4696,5143,5183,4340,3573,2887,2557,2493,2298,2459,2165,2123,1975,1975,2217,2163,2892,3710,3913,4686,0,-27.54065733,27.47787994,
4317,5226,4464,4262,4584,5202,5261,5018,4632,3387,3106,2661,2464,2445,2391,2293,2260,1978,2118,2969,2544,2669,2962,3985,0,-28.37570493,30.72301703,
4319,5787,6001,5798,6641,6593,6228,6398,5595,5679,4497,3768,3296,2981,2894,2670,2684,3169,2821,3212,3916,4804,4987,5296,0,-29.41924499,27.79129183,
4323,6764,5652,6548,6308,6831,6598,6875,7064,6470,6729,5968,6433,6244,5556,5404,3973,4100,4263,4823,5751,5693,5059,6143,0,-29.07517451,31.62730742,
4325,6592,5507,6813,5619,6738,6904,6439,6388,5208,4924,4309,3868,3948,3503,3380,3277,3254,3600,4040,4061,4991,5589,6980,0,-26.80381583,31.60187925,
4326,5111,5851,6781,5354,5497,6028,5117,3349,2851,2734,2528,2185,2258,2140,2066,2098,2014,2061,2130,2179,2604,3148,5804,0,-27.23937424,27.71411248,
4328,7811,7525,7270,7132,7526,7321,7246,6877,6027,5928,5319,4318,3838,3786,3596,3350,3353,3984,6154,6782,6528,7031,7804,0,-30.13061806,30.16134458,
4329,5945,6229,6594,6679,6820,5751,4459,3723,3453,3074,2996,2720,2512,2550,2399,2153,2129,2366,3026,4166,4306,5080,5238,0,-29.08163489,29.07963488,
4330,5778,5034,5060,4358,6014,5789,5534,5574,5010,4571,4369,4061,3533,3279,3109,2920,2708,3248,4497,4755,4917,5632,5495,0,-27.74895228,31.77492074,
4335,4674,6160,6431,6248,5998,5175,4766,3799,3045,2628,2575,2171,2168,2078,2025,1839,1945,2124,1955,2075,3981,3124,3513,0,-27.58399602,27.61070816,
4347,7477,8307,8232,8303,8080,8322,8316,8486,7771,7541,7419,6749,6174,6551,6653,6482,6358,6681,7260,7875,7445,6353,7911,0,-28.75218753,31.58584297,
4350,7741,7491,7152,6289,6225,5023,4147,3026,2778,2828,2630,2468,2537,2359,2420,2261,2220,2457,2316,2598,4207,7266,7393,2,-26.87964594,28.47979313,
4355,3540,5015,6232,7139,7498,6731,6100,4931,3502,3641,3383,2846,2729,2595,2572,2516,2337,2769,2398,3404,3011,2379,3370,0,-28.08880264,28.27053479,
4361,5886,4761,4900,4761,5651,4865,5125,5109,4332,3820,3228,2710,3102,2771,2635,2636,2319,3075,4180,5542,4209,3754,6995,0,-28.84806944,30.99290893,
4381,6190,6861,6171,6015,6361,6242,6320,6045,5423,5432,4617,4248,3121,3025,3642,3657,3523,3928,4324,6383,5961,5370,5977,0,-31.21033674,29.86375074,
4382,6252,7194,7306,6274,6102,6620,7216,6733,7361,7909,7042,7665,6431,6711,7045,6098,5989,6950,5456,5372,5651,6064,6761,0,-26.76772171,30.44244821,
4388,5498,4310,6071,6039,5506,4862,3683,3536,2784,2579,2446,2324,2226,2165,2110,2092,2206,2292,2155,3288,3514,3906,4097,0,-29.45704078,28.61293547,
4390,6207,6178,5803,6018,5894,6015,5484,5207,4460,3918,3627,3364,3136,3217,3100,2939,2858,2949,3576,4493,4047,4288,4374,0,-30.43998359,28.83140128,
4395,5251,6378,6090,6327,6596,6244,6355,5588,4951,4325,3475,3201,2991,2868,3004,2582,2474,2386,3455,4802,5202,4960,5809,0,-30.394469,29.72593468,
4397,7687,7483,7006,6493,7168,7146,6371,6402,6090,5220,4725,4285,4032,4188,4199,4595,3833,4254,5613,7054,4259,6449,7306,0,-30.58326177,30.02786623,
4428,6243,7387,6728,6342,6403,5670,4685,4058,3314,2848,2773,2353,2337,2435,2310,2216,2183,2724,2524,2249,3589,4957,4256,2,-26.73238132,28.41677256,
4430,5510,5015,6003,5298,5692,5352,4595,4054,3752,3531,3477,3335,3267,2986,2947,2934,2768,3277,3139,4706,5069,4844,5419,0,-27.90795218,28.41856585,
4431,4639,3878,5270,4790,5382,4921,4613,4318,3628,3213,2899,2462,2372,2277,2528,2145,2138,2520,2454,3488,3719,3781,4454,0,-28.7556996,28.17385214,
4440,4884,4511,4521,4189,4516,4480,4648,4679,3705,3234,2866,2628,2421,2230,2376,2457,2599,2456,2745,2788,3357,3234,4395,0,-28.07945658,30.57494403,
4445,5892,5223,4947,4998,5202,5731,5521,4600,3941,3400,2926,2287,2102,1786,1976,2174,2328,2072,2331,5212,4180,3922,4680,0,-26.61339038,27.79012259,
4449,7211,6912,7167,6760,5578,4909,4023,3569,3090,2436,2523,2344,2248,2064,2397,2316,2033,2880,4072,6986,7783,8317,7491,2,-28.34593641,28.52418357,
4454,7823,5435,4915,4540,6695,6003,5242,4816,4309,4311,3454,3617,3215,3131,3143,3015,2625,3356,4138,4773,7131,5757,5137,0,-26.99503952,31.89376762,
4457,5701,7293,6923,6881,6806,6385,6208,5584,4859,4187,3794,2981,2900,2660,2807,2585,3026,3051,3812,5241,5268,5616,6622,0,-30.25766516,28.67216605,
4458,5767,5113,5471,5446,5170,5390,5098,4951,3751,3555,3629,2724,2756,2555,2657,2526,2419,2874,3226,3629,4353,4403,5672,0,-27.58510247,28.15418857,
4461,6818,6911,6766,6877,6913,6445,6280,6346,5571,5208,4531,4154,3630,3632,3586,3823,3269,3690,4526,5257,6862,6339,6916,0,-31.18000852,29.37942803,
4462,6869,6976,6977,6019,6884,6929,6590,6791,5306,4874,3955,2715,2717,3145,3764,3664,3609,4448,5117,6336,6229,5155,7435,0,-28.74687489,30.39386522,
4466,6600,6565,6768,6859,7089,7011,6810,6562,5468,5279,5031,4889,4332,4314,3825,3455,3281,3543,4450,5652,5693,5337,6230,0,-27.94063417,31.38415376,
4471,5170,3961,5494,4498,6197,6003,5997,5348,4523,4064,3557,3611,2873,2825,2603,2518,2629,2812,3765,3313,4847,4392,3724,0,-27.45608149,32.15829468,
4474,6733,5794,6475,6308,7775,7445,6607,6462,6525,5693,5222,5807,4842,3471,3525,3226,3429,3500,4573,5063,5623,4216,5861,1,-29.05085535,31.55007019,
4475,6760,6861,6271,5990,6568,6064,5916,6636,6318,5260,4302,3875,3376,2596,4311,3943,3849,4341,5345,5566,4468,5388,6291,0,-30.77800779,30.03950461,
4477,3532,4572,4904,5162,6455,5563,5050,4996,3276,2813,2594,2315,2327,2240,2212,2134,2225,2207,2053,2122,2761,2736,2775,0,-26.86010257,27.98825916,
4479,7542,6950,7162,6828,6231,5747,5169,4629,4007,2899,2712,2467,2400,2439,2281,2434,2069,2343,2719,2929,2960,4455,7663,0,-28.02753605,30.7944809,
4482,5080,5853,6635,7120,8125,7432,6480,4220,2971,2922,2791,2746,2553,2675,2428,2269,2183,2108,2474,3120,3608,3319,4879,2,-27.03296305,29.99463774,
4490,5580,7109,6756,6404,6503,6564,6917,5819,5176,4536,3895,3722,3066,2991,3011,3006,2710,2488,3478,4055,4770,4901,6172,0,-30.25391365,29.71764373,
4491,2963,3140,3867,4576,4171,3962,3318,3251,2957,2535,2352,2354,2131,2241,2128,2010,2039,1905,1941,2702,2894,2775,3199,0,-30.01841918,27.46336459,
4501,5108,5103,5937,5804,5993,5819,6051,5048,4461,3589,3321,3131,2946,3029,2817,2667,2554,2705,3795,6179,5502,5799,5113,0,-28.27579644,29.35446345,
4505,4690,4123,4757,4553,5084,5269,5051,5026,4390,3400,3157,2910,2765,2791,2656,2443,2339,2387,2799,2963,2895,2784,3557,0,-28.60063962,30.4780001,
4506,3441,4708,6785,6039,7530,6972,7164,6052,3916,3594,3344,3125,2671,2523,2547,2301,2333,2287,2126,2160,3697,3979,5748,2,-27.82276733,28.19547517,
4508,6300,6355,7514,7035,7356,6996,5990,4741,3423,3052,3079,2643,2516,2359,2385,2151,2135,2100,2045,3043,2470,3209,5289,2,-26.67077499,28.56185808,
4511,3701,3586,4470,5260,5466,4890,4417,4542,4429,3733,3379,2949,2905,2944,2468,2490,2313,2406,2196,2303,3057,3440,3452,0,-30.24111899,27.41052899,
4518,3386,3200,3341,4056,4400,4081,3719,3732,3116,2751,2488,2250,2303,2197,2280,1962,2138,1983,2021,2173,2550,2757,3093,0,-30.24493415,27.48340625,
4520,6818,7360,6513,5299,6429,6279,6084,5267,3867,3192,3007,2765,2718,2537,2305,2212,2431,2366,4048,4844,6287,7536,6356,0,-27.02414295,29.78681446,
4522,6248,6012,6522,6541,6268,6262,6102,6279,5867,4912,4583,4172,3867,3850,3666,3326,3137,3575,4867,4365,4745,4531,4155,0,-28.24284686,32.14223237,
4525,6426,6727,6885,6518,6813,6685,6478,6093,5893,5440,4957,4829,4628,4166,4272,4216,3886,4251,4829,5614,5910,7618,6452,0,-29.6919325,29.49127534,
4537,6250,6580,6670,6788,6693,7270,6692,7660,7161,5776,4940,4121,3761,3076,3025,2792,2552,2957,3727,5094,5584,5010,6231,1,-29.42430682,30.63610384,
4546,5672,5287,4928,5307,5859,5523,5646,5617,4294,4133,3462,3435,3099,2961,2773,2683,2473,3045,3809,3696,4288,3672,4080,0,-28.63045889,31.01503526,
4549,7303,7551,7988,7754,7902,7507,8228,7033,6473,5283,4762,3809,3134,2695,3477,3020,4445,5552,5954,5569,7541,6742,7851,0,-26.84579755,31.9350168,
4555,5984,6138,6147,5472,7054,6472,6329,6543,5491,5332,4723,4372,4251,3802,4116,3418,3293,4243,5044,4584,5958,4576,4582,0,-27.32324884,32.26523913,
4560,6734,6288,7214,6749,7111,6278,6369,5602,4561,4126,4120,3407,3154,3173,3385,2828,3151,3219,3746,4842,5014,5301,5333,0,-29.93528207,28.61077811,
4563,5544,6773,6387,6041,5986,5971,5824,4982,4194,3712,2777,2737,2484,2581,2461,2327,2465,3152,3418,5217,5386,5223,6527,0,-30.22117953,29.75664442,
4569,6705,6040,6408,5722,6925,6848,5658,5685,3937,3278,2931,2612,2577,2493,2552,2380,2592,2495,3272,3363,5305,5371,6061,0,-26.68917077,28.77131045,
4570,6276,6244,6597,7000,6078,6409,6030,5970,4565,4595,3959,2981,2757,2607,2645,2704,2990,2770,3940,3843,5767,5061,5525,0,-27.27650224,30.59139109,
4575,7690,7881,7032,7784,7063,7848,6893,6718,6160,5567,5259,4587,4590,3516,4370,3458,3754,3614,4856,5180,7483,7066,7104,0,-26.52958014,31.24283194,
4579,5802,5466,6227,5728,6055,5606,5990,5140,4194,3933,3234,3152,2810,2699,2820,2739,2566,2759,3674,4163,5420,4536,5962,0,-28.46978776,30.31789706,
4584,8879,8080,8154,6937,8285,8418,8498,8597,8209,8330,7972,7500,7497,6998,7900,6869,7229,7236,7076,7386,8689,7618,7066,0,-30.94512612,30.16069857,
4587,5568,5633,6038,6668,6469,5701,5102,4693,3458,3094,3025,2459,2426,2341,2441,2186,2282,2581,2942,3961,4030,4692,4334,0,-29.73159978,27.5981855,
4595,3864,4327,4871,6199,5201,5582,4568,4304,3852,3081,2695,2407,2338,2218,2434,2049,2310,2425,2379,3283,3167,3718,3865,0,-29.73642677,27.51880237,
4596,4133,4145,5017,5390,5343,4932,4621,4497,3617,3005,2687,2314,2400,2248,2517,2134,2326,2173,2448,2669,3886,3606,3338,0,-29.05867011,27.6849799,
4599,8536,6001,5819,5622,7564,7273,6970,5833,4116,4024,3862,3378,3433,3350,4900,4705,5715,6147,5376,5741,6087,5394,5874,0,-27.01344429,29.03309413,
4601,7024,7669,7780,7307,7583,7010,7000,5656,3817,3210,3150,2776,2742,2189,2084,1997,2133,2108,2168,2292,3914,2865,5326,2,-26.46344973,29.606214,
4607,5031,5546,6005,5844,5994,5278,4293,3257,2847,2441,2324,2295,2132,2037,1944,1784,1881,1931,2019,3367,3802,4097,3623,0,-29.28376488,28.94330845,
4608,6833,6591,6612,5746,6121,5375,4989,3925,3084,2754,2586,2475,2391,2140,2169,1893,2188,2378,3025,4198,5383,4139,5393,0,-27.15657369,28.89158672,
4613,6329,5300,6478,6500,6581,7104,6873,6824,6082,5091,4638,4082,3491,3234,2894,2691,2641,2495,3042,3080,4524,3769,6283,0,-26.53476169,31.8766831,
4616,5279,3963,2710,3943,6057,6637,6514,6177,5550,4124,2789,2523,2702,2521,2392,2186,2097,2014,1898,2421,2249,2346,3891,0,-27.54288113,27.57609724,
4621,7571,6900,7501,7536,7561,7090,7200,6752,6408,5818,5085,5058,4353,4602,4625,4294,4970,4792,5000,7067,6694,6212,7685,0,-31.08257132,29.82044853,
4628,5315,5387,6964,7698,7300,7834,7558,4471,3786,2912,2733,2683,2535,2547,2355,2073,2074,2453,2466,3419,3842,5158,7719,0,-27.2947961,29.84810467,
4631,6501,6510,6794,5472,6941,6198,5997,4179,2795,2549,2847,2338,2441,2442,2175,2447,2154,2561,3172,3361,4261,4004,6807,0,-27.05605935,29.62216764,
4637,6221,7591,8215,7898,7393,7959,7236,6357,5596,4920,5136,4256,4040,4484,3540,4546,2937,2849,3106,2762,4529,2989,6340,0,-27.61349246,30.70881914,
4639,6719,7088,7488,6829,7218,6264,6538,6700,6049,5278,4095,3340,4355,3262,3147,3373,3170,3571,5313,6922,6795,6390,6954,0,-30.21909314,30.02851078,
4651,5877,6234,6799,6431,6297,6088,5739,5668,4951,4295,4064,3619,3538,3565,3290,3105,3017,3195,3529,4271,4830,4904,5598,0,-30.64302645,28.66108792,
4660,7072,6364,6146,5884,6261,7074,6082,6160,5369,4649,4569,3877,3656,3015,3557,2849,2905,2691,3257,3884,4343,4506,5754,0,-28.57009662,31.64958199,
4661,7601,5327,6086,5442,6438,6718,6510,6422,4768,4032,3537,3209,2936,2964,3036,2920,2592,2661,3888,4163,5450,5896,6362,0,-26.87722847,31.65744111,
4664,6585,6491,6443,5871,6175,5977,6228,5450,4672,4136,3593,3405,2993,2543,2716,2889,2829,3641,4316,4906,5667,5250,6784,0,-28.49529941,30.84810394,
4668,6316,5654,7456,7828,7691,6422,5370,4612,3007,2825,2594,2423,2274,2334,2276,2244,2146,2564,3023,3227,4449,5978,7877,0,-27.36316781,29.05526113,
4671,6143,6345,6135,6173,6486,6473,6269,6310,5454,5337,4636,4646,4114,3939,3533,3146,3015,2906,4831,5258,6104,5316,6207,0,-27.92752947,31.37673794,
4675,3351,4075,5959,6767,8565,7938,7540,3891,2775,2618,2399,2350,2226,2042,2143,1973,2085,2089,2027,2610,2602,2636,3307,0,-28.40909188,27.70992581,
4678,6572,6132,6437,6388,7261,7245,6357,6126,4955,4732,4121,3651,3291,3087,2787,3509,2614,3013,3689,4383,5772,5770,6496,0,-26.83549254,31.33484437,
4679,7646,4608,5680,7503,7080,5610,4997,4468,2940,2395,2300,2091,2154,1914,2262,2156,2201,2540,2551,3912,3301,3377,8028,0,-27.09548188,29.07403732,
4685,7157,6951,6584,6417,6251,6062,5979,5217,5426,4415,4217,3639,3440,3284,3803,3278,3039,3001,3181,4865,4201,5241,5248,0,-30.06044679,29.11226099,
4687,5621,6541,6051,6268,6404,6660,6168,6431,5643,4337,3909,3514,3114,2895,3136,2754,2706,3145,4608,6321,5846,5118,5645,0,-30.31626643,30.13828826,
4691,5709,6735,6430,6057,6468,6600,6035,5766,4866,4297,3554,3039,2707,2767,2715,2569,2594,2817,3401,4854,4940,5280,5154,0,-30.7661009,29.26030216,
4703,8050,8058,8510,8374,8338,7963,8021,8467,7840,8207,8218,8008,7992,7284,7220,7531,6826,7266,6727,7610,7120,7264,7239,0,-27.87320747,31.10879592,
4710,6783,5640,5398,4818,6546,7263,5461,5134,4166,3445,3271,2893,3145,2770,2639,2388,2375,2378,3156,3677,6006,5783,5095,0,-26.96062893,31.87081962,
4713,5592,5080,5491,4252,5200,5328,4145,3970,3814,2827,2554,2524,2282,2200,2344,2146,2182,2324,2389,2792,3547,3702,5326,0,-28.65953747,29.86252607,
4721,4900,5802,5496,5270,5682,5787,5041,4371,3946,3278,3015,2656,2642,2566,2377,2160,2364,2543,3152,4403,4424,4989,5610,2,-27.70729172,27.93034961,
4725,6671,6543,6167,5528,4719,5977,5326,5460,4507,3541,3325,3184,2941,2778,2860,2795,2577,2958,2823,3046,4833,4866,6841,0,-26.53090959,28.53971719,
4726,5086,4444,4448,4251,6290,5815,5371,4796,4035,3227,3132,2841,2652,2473,2637,2407,2194,2156,2730,3047,5176,4546,5764,0,-26.80818846,31.75929502,
4730,3728,4128,4387,5145,5786,4726,4505,4081,3359,2915,2583,2356,2330,2272,2390,2023,2098,2146,2351,3192,3964,3855,3872,0,-28.92282701,27.89205551,
4735,5480,5988,5610,4809,5455,5109,6115,5955,4682,4140,3468,3368,2855,2833,2608,2473,2228,2830,3784,3149,4136,3742,5353,0,-28.50098292,30.91800807,
4744,6330,5453,5345,5460,7097,6612,6594,6347,5308,4284,4540,3509,3747,3154,3014,2889,2588,2740,3905,3593,6000,5689,6146,0,-27.10929431,31.634642,
4750,5875,5974,6430,6189,6966,5617,5128,5015,4804,4046,3900,3229,3183,3017,3055,2907,2452,2541,3536,5132,4154,7037,4543,0,-30.80211233,28.38581159,
4754,4918,4515,6004,6980,6681,6651,4602,4893,3243,2838,2644,2682,2433,2406,2529,2211,2168,2361,2867,3527,4350,4063,4801,0,-29.35982678,28.57836374,
4756,4828,4380,5884,5574,5370,5467,4647,4589,4602,3623,3353,2640,2539,2487,2386,2098,2171,2526,2753,3949,3497,3653,4944,0,-30.86701612,29.11549077,
4761,6158,5733,7156,6088,6281,5627,5255,4912,4125,3618,3201,2634,2683,2735,2541,2290,2465,3233,3608,4236,5759,5787,6215,0,-27.44066427,29.86809186,
4764,3774,3275,3592,3483,5228,4408,4546,3778,3352,2926,2353,2428,2402,2407,1936,2116,2254,2462,2242,2814,2525,2847,3255,0,-28.7638944,30.49557973,
4765,3729,4359,4548,3162,4560,3937,3436,3739,3069,2442,2277,2474,2198,1963,2102,2131,1991,2493,2356,3330,3173,3158,2467,0,-28.19464705,28.24216936,
4766,7213,7396,8754,8728,8803,8538,3186,2204,1979,2233,1887,1746,1761,1606,2194,2092,1996,1996,2023,2203,2315,3259,6030,2,-26.90829781,27.86875555,
4773,7270,7142,7357,7589,7435,7659,7272,7480,7243,6333,6132,5265,4581,4369,4362,4127,3599,3693,4731,5275,6672,5532,5682,1,-29.36110998,30.80944511,
4778,7134,6789,7293,6921,6585,6100,5471,3955,3025,2820,2375,2505,2153,2132,2011,1927,2159,2429,2973,3839,4443,4364,5127,0,-27.35875251,29.5396342,
4783,5988,7033,6206,6658,6678,7450,7467,6874,6348,5842,5120,5027,5938,4325,6020,5519,3988,3239,4876,5368,5472,5412,5591,0,-26.57495351,30.88946774,
4789,8352,8299,8258,8070,6337,5420,5190,4260,3769,3320,3240,2708,2500,2433,2441,2356,2397,2588,2462,2752,2838,2742,4423,0,-26.68712422,29.97561964,
4796,7415,8288,7776,7543,7559,7916,7789,7769,7674,7416,6764,6662,6649,5877,6185,5464,5672,5160,6613,6502,7193,6328,7232,0,-28.8728309,31.71005279,
4798,4154,3815,4337,4157,4650,4424,4454,4160,3527,3101,2739,2539,2588,2536,2300,2197,2019,2131,2733,3075,3290,3398,4352,0,-28.18118445,30.55000357,
4799,2485,2726,3427,3425,3142,3379,3212,3388,2883,2632,2521,2428,2614,2210,2061,1886,1891,2288,2000,2515,2376,2852,2633,0,-30.08569803,27.39408706,
4804,6886,6000,5351,4388,3587,3788,3743,4018,3729,3024,2665,2499,2474,2282,2361,2223,2238,2538,2220,3447,3703,4753,4787,0,-27.96951061,28.18661898,
4806,7043,7397,7270,7373,7331,7089,7825,7002,6343,6556,6351,5896,5767,4676,5789,5392,5695,7290,6689,6565,5948,6289,5307,1,-27.38199563,31.68709983,
4815,6520,6441,6754,7094,6912,6766,6287,6020,5382,4817,4291,3735,3141,2839,3202,2734,2986,3474,4290,5906,5955,5740,6159,0,-31.07959017,29.56560044,
4818,6185,7459,8096,7158,8750,7529,6934,4398,3233,3060,2666,2418,2432,2359,2571,2082,2174,2515,2214,2558,3329,3023,2714,0,-28.36417288,28.46361134,
4821,5939,5234,5437,5204,5631,5347,5282,4010,3034,2733,2684,2383,2326,2301,2328,2134,2172,2958,3220,4744,4935,5990,5828,0,-27.7116723,28.74197236,
4823,5636,3818,4856,4265,5441,5907,5241,4970,4257,3567,3344,3134,2752,2768,2592,2315,2229,2595,2751,3022,4151,4517,5272,0,-27.1061832,31.70836749,
4825,7179,7876,7277,7140,7322,6712,7311,6081,5039,3808,3589,3245,3097,2971,3061,2985,3454,4464,5086,5343,7292,6467,7456,0,-27.78562619,29.24080192,
4829,6856,6078,5907,6257,6794,7285,6935,7010,7261,7412,6622,6218,5257,5551,3742,2915,3184,2952,3528,4350,4227,4775,2849,0,-28.62066746,32.01450652,
4834,6228,6211,6350,6437,6388,6060,5787,4979,4332,3723,3475,2830,2562,2549,2698,2505,2748,2814,3304,4437,4016,5345,5384,0,-30.73091273,28.48949788,
4837,6661,5106,6056,4758,6362,6310,6069,5152,4291,3738,3513,3157,3091,2972,2755,2455,2368,2931,4017,3787,4989,5481,5804,0,-27.08550177,31.64002731,
4845,7157,7544,8283,7096,6983,7190,6761,4832,4704,4417,3564,3082,2979,3029,2794,2669,2718,2759,3141,3779,4547,5172,6687,0,-27.82478017,30.70813166,
4853,4166,4659,3371,2506,3552,3749,3314,3393,2611,2397,2263,2301,2189,1997,2066,2275,2183,2406,2643,2342,4079,4994,9333,0,-27.69665291,28.33577521,
4860,6609,5635,6939,6041,6498,6093,4908,3847,3358,2864,2796,2493,2360,2277,2261,2016,1911,2137,2060,2741,2830,3349,2749,0,-28.01164979,27.71805303,
4861,5916,5993,6148,5852,6055,6310,5734,5403,4708,4178,3820,4148,3358,2993,3088,3155,2698,3008,3893,3933,4731,4688,6298,0,-26.58481567,31.3929897,
4866,6426,7591,7567,7284,7655,7591,6223,4819,3431,2835,2512,2368,2351,2179,2236,2149,2076,2250,2134,2388,2781,2526,6540,2,-26.54473778,27.68423093,
4872,6430,6317,5579,4978,6341,5872,5363,4762,3683,3346,3076,2156,2217,2178,2056,1944,1927,2243,2341,3244,6100,6429,6724,0,-26.87669281,27.73335435,
4880,6352,5737,5847,5609,6170,5983,5230,4196,3139,2801,2745,2517,2666,2485,2242,2199,2078,2235,2971,4686,4913,4483,5779,0,-27.43519075,28.71283377,
4884,4424,3808,4899,4262,4660,4729,4531,3940,3295,2867,2665,2424,2303,2272,2187,2275,2155,2366,2880,3299,3167,3641,4754,0,-27.99506993,30.28615451,
4888,5809,5737,7000,6228,6844,5522,4850,4297,3111,2805,2421,2380,2315,2241,2158,2093,2197,2272,2020,1787,4223,3416,7521,2,-27.79827161,28.2198909,
4892,5734,5687,6507,6455,6570,6517,5881,5927,4701,4336,3794,3618,3531,3416,2910,2958,2746,2847,3395,3653,4866,5297,5920,0,-27.01216649,31.27305094,
4893,5227,6103,7362,6739,7512,6612,7323,4985,3658,3444,3083,2880,2676,2699,2683,2285,2419,2578,2792,3600,3704,3396,6768,0,-27.24878074,29.56472042,
4900,6914,2642,7267,6796,6465,6660,7404,6979,6930,6658,6201,6513,5795,4816,6562,4668,5420,5176,4979,5103,6567,6823,6531,0,-27.41436321,32.15577907,
4901,5848,5449,5372,5563,5748,5833,6034,4759,4475,3918,3537,3342,3063,3026,2745,2676,2442,2817,3805,3559,4149,3619,4648,0,-27.85445879,31.69044897,
4902,5491,5667,6271,5375,7042,5562,5085,4901,4229,3788,3645,3222,2891,2777,2589,2547,2446,2752,3488,4876,4581,5600,5004,0,-28.32087114,30.08200968,
4903,2369,2904,5233,5097,6057,6229,5389,5072,4283,3192,2633,2372,2349,2216,2096,2017,1991,1940,2083,2104,2749,2971,2275,0,-28.5114618,27.56937471,
4913,5564,5259,6029,5329,6465,6147,5178,4460,3720,3291,2752,2536,2651,2354,2205,2091,2106,2245,2232,3327,4690,4823,4335,0,-27.69797661,27.51189665,
4914,7901,7657,7896,8083,8107,8200,7841,8220,8006,7968,7781,7523,7286,7419,7357,7275,6208,6845,6957,7267,7715,7568,7392,0,-28.68001638,32.19401789,
