idx,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,lat,lon,desc
2,6253,5836,6006,5712,6504,5680,5497,4543,4065,3496,3592,2830,2972,2682,2643,2802,2571,3023,4777,5663,6258,5005,6142,0,-27.69929056,29.33996427,2014 MOD13Q1 features for sa-corn-sugar-other-samples
10,4533,5876,7001,7092,6772,6676,6730,5137,4477,3454,3299,2903,2969,2578,2372,2379,2316,2566,2425,3533,3411,4435,4055,2,-28.13756217,28.44754364,
12,4666,4532,4932,4886,5029,4821,4795,4224,3655,3379,3025,2856,2582,2512,2738,2261,2385,2428,2695,3905,3824,3944,4481,0,-28.7238523,28.2839157,
38,6969,6928,6764,6232,7146,7550,7216,6292,5846,5203,4581,3909,3533,3170,3210,3027,2866,3464,4655,4350,4335,4173,7323,0,-28.30551054,31.46402694,
46,7580,6930,6683,5533,6927,8067,7106,6448,6151,4967,4438,3976,3545,3471,3462,3040,2850,3164,4651,3793,5924,6440,6768,0,-27.80215546,31.65268331,
48,5206,4563,6755,4806,7201,6165,6144,5638,5282,5029,4973,3969,3920,3135,3192,2861,2685,2555,2472,3080,4694,4650,5524,0,-31.02177166,27.40943136,
56,3834,3406,4619,3806,4575,3850,4991,3986,3070,3294,2886,2401,2444,2372,2563,2829,2500,3187,2665,2369,4220,3620,3803,0,-29.13239674,27.86853781,
57,5839,5002,5277,4928,5573,5783,5362,5918,4901,4205,3689,3600,3519,2792,2778,2618,2419,2800,4069,4445,4746,4703,5854,0,-27.40575101,31.26950482,
61,6218,6526,6141,5640,6507,6897,7064,6129,5831,5163,4856,4282,4143,3589,3606,3466,3081,2856,3103,3724,4262,3824,6233,0,-28.69427779,31.75108265,
62,3687,3518,4633,5441,5768,5096,4912,4001,3646,2937,2804,2494,2312,2284,2238,2017,1962,2138,2039,2693,3566,2951,3863,0,-30.25505226,27.84780216,
65,5069,4233,5166,4808,5777,5417,5042,4603,3998,3254,2980,2693,2719,2479,2547,2408,2559,3295,3335,1896,5069,5547,5030,0,-27.62093824,28.2940065,
69,6270,6209,6442,5930,6871,6678,6435,6513,6376,5486,4919,4055,4090,3974,3380,3320,2964,3353,4357,4940,5532,4231,4447,0,-28.62348542,31.92620229,
73,5713,4542,5864,5578,6492,5587,4583,4539,4407,3944,3314,2860,2602,2530,2404,2262,2255,2444,3156,4036,4695,4251,5865,0,-31.06082638,29.0463776,
84,6598,5340,6307,6299,6897,6191,6639,7443,6155,6189,4787,4344,3691,4479,5554,5652,5497,6310,5167,5351,5295,5194,6563,0,-28.93549997,30.37079215,
87,5697,5356,6175,5849,5509,5273,4626,3925,3945,3211,2710,2559,2536,2559,2429,2171,2487,2600,2515,3617,4342,4332,4740,0,-28.40073339,28.50068439,
92,6387,6401,6181,5631,5731,6106,5683,4780,3716,3250,3045,2668,2465,2343,2292,2106,2142,2562,2695,4076,5083,5378,5418,2,-27.61096931,27.92100321,
97,6596,5398,6356,4677,5839,6218,5447,4809,3545,2966,2980,2669,2554,2524,2391,2185,2216,2769,3611,4761,4705,3824,4756,0,-27.52403311,29.43249253,
104,5000,4800,4844,5125,5488,4897,4649,3991,3182,2924,2642,2462,2326,2230,2280,2186,2024,2276,3301,2817,3285,3096,3634,0,-28.19857675,30.83136859,
106,6070,3933,5094,5679,5443,5569,5080,4670,3898,3435,3100,2514,2350,2536,2522,2216,2337,2391,2743,3044,3283,3243,5032,0,-28.55394566,30.01705858,
109,7811,6681,6268,5974,7138,7731,6475,7010,4632,4571,4222,3680,3438,3326,2877,3377,3423,2849,4783,4907,6291,6631,5962,0,-27.6655676,31.73410423,
115,3811,4446,4621,5138,4923,4387,4173,4538,4232,3494,3252,3298,2896,2719,2552,2399,2523,2377,2996,3906,3196,3814,4640,0,-30.86285595,29.23693713,
116,6758,6718,7452,7225,6848,6016,5113,4135,3681,3035,2726,2788,2621,2616,2309,2407,2348,2688,2521,3175,4212,4039,5548,0,-27.91935977,28.2494254,
118,6445,6128,6617,6147,6444,6371,5308,4804,3769,3390,3090,2833,2907,2632,2674,2461,2411,2562,3668,3394,4537,4753,6051,0,-27.06290425,28.74027875,
129,4959,5563,8163,7922,8020,6912,7050,5864,3939,3547,3364,3171,2801,2863,2338,2226,2113,2370,2491,3316,3431,3615,7099,0,-28.42292556,29.14852924,
131,6757,6349,6345,5528,6309,6356,6301,5636,5114,4319,3756,3421,3209,2915,3145,2752,2759,3558,5399,6726,6288,4858,4337,0,-29.58701517,30.98500007,
132,6321,6569,7375,6490,7102,6627,5944,5278,4372,3356,3150,2837,2896,2754,2688,2523,2637,3135,3500,3923,4706,6175,6000,0,-26.8843259,28.49433661,
134,5954,5319,6231,6379,6655,6094,6536,5446,4629,3802,3355,2865,2928,2890,2732,2503,2608,2619,4100,4460,5032,6299,6506,0,-28.25641309,30.32092117,
143,4873,6371,6543,6800,6165,5505,5512,5549,4440,4016,3526,3297,3215,3031,2962,2804,2659,2597,2821,3589,4468,4439,4765,0,-30.414977,28.40861722,
144,4860,3792,5890,6076,5053,4816,4155,3765,3103,2953,2675,2518,2454,2128,2263,2153,2380,2243,2151,2912,2943,3037,4350,0,-29.44732021,28.59633828,
150,6967,6103,6073,5576,6442,6503,6331,5836,5591,4487,4417,3631,3557,3730,3215,2917,3037,2803,3725,4179,5216,5694,6760,0,-26.50195082,31.71967868,
152,8724,8882,8673,8506,8623,8238,8400,7882,7524,6939,6434,5686,5659,5350,5889,5994,6332,6903,8392,8323,7331,8423,8300,0,-31.11845928,29.80622375,
161,6458,5901,6213,6260,6397,6057,6280,5577,4877,4373,3842,3381,3303,3254,3092,2905,2694,2964,4153,2972,4665,5176,6744,0,-28.36241554,30.42057976,
164,4731,5523,5797,5456,5532,6051,4984,5080,4344,3748,3457,2789,2598,2673,2728,2564,2601,2707,3017,3914,4394,4411,4179,0,-30.40263628,28.58324263,
166,6038,6348,6594,6260,6775,6284,5538,4832,4596,3894,3515,2793,2886,2701,2617,2559,2427,2698,3957,4920,5275,4873,6005,0,-31.12090258,28.78532899,
179,6521,7122,5874,6940,6806,5673,6004,5237,5677,5687,4436,4401,3667,3597,4136,4378,3707,4492,4851,4249,5039,5797,7454,0,-28.83977009,29.59944444,
183,6421,5021,4652,4214,5634,6199,4664,4064,3392,2823,2687,2854,2251,2211,2323,2011,1858,2334,2799,2780,5174,5461,5039,0,-26.93029746,31.86018406,
184,3754,3933,5471,4676,6113,6199,5741,5333,4725,3985,3621,3400,3007,2862,2704,2602,2397,2765,3238,3173,4963,4244,3629,0,-27.46085812,32.15920856,
189,8665,7961,8280,8312,7725,8172,8064,7873,7558,6824,5198,4334,4233,3839,6048,3701,4572,6142,7402,8050,8775,7895,8397,0,-29.55268525,30.11023782,
192,5863,3740,6499,5321,6132,5360,4955,4450,3577,3188,2975,2768,2609,2427,2313,2087,2251,2164,2069,2736,3186,3114,6103,2,-27.8503449,28.52846664,
197,8029,7806,8001,8380,7919,7564,7689,7530,7600,8124,6164,6894,6867,6808,7181,7048,7291,7246,8055,7781,7955,8110,8479,0,-30.00528626,29.81909521,
198,6047,5962,6972,6555,6313,5996,4508,4273,3386,3159,2886,2733,2610,2428,2666,2514,2389,2822,3354,3692,4645,5262,7133,0,-27.89792707,28.86439318,
202,5060,5402,5241,5959,5764,5327,5468,5215,4168,4102,3189,3188,2801,3165,3162,2797,2817,2892,3226,4427,5046,4460,4731,0,-30.19558298,28.85149307,
204,5518,4492,5532,3993,6996,6443,4583,3593,3066,2635,2675,2322,2510,2265,2118,2066,2083,2255,2133,2616,2879,3287,3729,0,-28.45552152,27.91521789,
210,6159,6732,6531,5718,6635,6218,5746,4903,4119,3453,3179,3017,2877,2774,2948,2625,2722,2878,3210,4513,5319,4395,5546,0,-28.23946105,28.36568381,
211,6909,5865,5856,5831,6027,5452,5270,4164,3563,3102,2935,2815,2787,2600,2607,2794,2454,2875,2910,4170,3849,4084,5504,2,-27.94089787,28.86185679,
238,5761,6406,6174,5775,5821,5654,5143,4688,3927,3341,3117,2584,2403,2287,2230,2165,2029,2136,2114,2465,2356,2973,3827,2,-26.79025745,27.9778341,
241,4344,4369,5061,5441,4948,4347,3519,3345,2696,2601,2581,2257,2270,2139,2446,2018,2040,2172,2118,2758,3020,2935,4520,0,-29.54816379,28.6321715,
245,7724,8218,9115,9175,9071,8732,6262,4495,3023,3640,5134,6623,6816,7264,7868,7814,7767,7177,6210,4647,2965,2994,5754,0,-27.59007768,29.88618848,
246,5279,4435,4766,4059,5299,4770,5082,4727,4334,3820,3208,2970,2800,2794,2460,2674,2259,2697,3011,3132,3051,3343,4787,0,-28.76987507,30.40946718,
254,3573,3424,3578,4913,4146,3925,4409,3730,3158,3219,2886,2241,2359,2337,2090,2064,2068,2421,2447,2749,3129,3408,3023,0,-30.24978761,27.43335255,
265,6748,6486,6434,6367,6942,6791,6445,6422,6396,6184,5083,4912,4885,4866,4492,4096,3760,4534,5343,4940,5235,4957,6756,0,-28.69899241,30.51318351,
273,5540,4810,5637,4961,5598,5984,4786,4381,4022,3728,2718,2429,2737,2472,2201,2193,2363,2500,3044,4793,5310,6005,5683,0,-27.86195574,28.01544123,
275,5841,4581,5728,4744,5214,4905,4806,5391,3871,3533,3318,2976,2810,2498,2436,2587,2239,2435,2852,2830,4150,3027,4493,0,-28.65880515,31.13623705,
277,6292,6144,6918,7348,6454,6123,5959,5837,5156,5186,4240,3594,3203,3026,3069,3050,3003,3208,4007,4642,4475,5038,6217,0,-30.83382297,29.06678425,
278,6823,6346,6473,6749,6510,6312,5117,4129,3468,3231,2761,2983,2475,2374,2636,2357,2540,2502,2960,3747,4560,4916,5843,0,-29.71399194,28.29153891,
281,4587,4653,6886,6754,8104,7618,7115,4564,3286,2950,2895,2654,2696,2651,2696,2448,2370,2436,2757,2676,3503,3503,6213,0,-26.53240149,29.72127235,
282,5238,5264,5678,5695,5724,5852,5503,5533,5021,4351,4188,3173,3296,2994,2893,2832,2955,2800,2955,3349,3984,4086,5080,0,-30.78557779,29.40784253,
284,6157,5879,6551,6425,6276,6598,5910,5775,5010,4234,3597,3502,2957,2798,2858,2665,2408,2572,3742,3662,5606,6737,6930,0,-28.94475031,30.14210559,
286,6040,6215,7877,6012,7845,7484,6936,5141,3349,2764,2615,2352,2497,2515,2390,2031,2060,2183,2101,2160,2941,3574,4394,0,-28.81207064,27.61459401,
291,8011,7503,8120,7429,6553,5580,6513,5209,4946,4440,3237,3257,3169,3134,2692,2641,2740,2447,3214,3250,4135,4812,7062,0,-26.48452945,30.34845312,
293,6077,6428,6877,6726,6922,6845,6462,5466,5028,4514,4152,3271,3099,3059,3234,2850,3083,3685,4628,5571,5399,5097,5170,0,-28.80809835,29.16657249,
298,4858,5522,5041,5978,5237,5236,4674,4669,3431,2977,2690,2355,2317,2231,2243,2150,2066,2028,2113,2338,3295,3547,3713,2,-26.91421925,27.60506606,
299,7355,7104,7867,7251,7917,7566,8009,7391,7647,7022,7056,6570,6131,5890,6133,5480,4604,4487,5468,5907,6392,5998,7163,1,-29.4134602,30.81073522,
300,7194,6185,6557,6875,6389,6956,6381,6860,5236,4748,4296,3746,3350,3254,3167,3158,2978,2886,3378,5819,4850,4806,6372,0,-28.98662479,29.6345523,
308,6223,6534,6691,6254,7236,7127,6533,6463,5472,4502,4044,3801,3639,3495,3118,3061,2718,2956,3913,3708,5902,5746,7362,0,-26.97067411,31.40662881,
311,6016,6020,7137,6825,6867,5966,5377,4627,3622,3315,3228,2818,2908,2686,2931,2450,2532,3054,3409,4225,4674,5984,5751,0,-29.38381796,28.16078998,
317,4578,5106,6051,6258,6581,6585,5649,4960,4368,3954,3523,2903,2976,2577,3086,2511,2666,2861,2832,4168,4173,4732,4398,0,-28.88489823,28.17152813,
324,3955,3980,4421,4179,4591,4321,3843,4544,3756,3411,3280,2926,2986,3018,3056,2613,2899,2694,2860,2954,3522,3109,3802,0,-30.31027991,27.55386619,
326,2975,3408,6064,5871,7965,7332,3820,2568,2174,2033,1937,1922,1842,1821,1842,1532,1738,1667,1650,1811,2026,2479,3399,0,-27.09393907,27.91244303,
330,6944,6650,7081,6729,7045,7088,7155,6369,6417,6978,6554,6489,6384,6867,6934,6957,5528,5841,6353,6571,7691,7665,7031,1,-27.32328294,31.71788157,
334,2900,2926,3817,4714,3887,4170,3694,3917,3120,2890,2492,2080,2043,1924,1947,1873,1970,2019,2404,2710,2992,2775,2685,0,-29.5106907,27.43147783,
352,7827,8073,8162,6390,7286,7235,7552,6897,6378,4748,5063,3478,3137,3148,2944,2656,2729,3138,3828,5642,7622,7719,8049,0,-29.73878389,29.57670002,
361,7534,6802,7107,6759,6709,6616,5930,4535,3827,3256,3172,2707,2603,2619,2419,2378,2525,2731,3302,3578,4684,4287,5504,0,-26.64425352,29.91916021,
365,2897,2942,2816,3080,4126,3737,3092,3020,2815,2444,2375,2269,1920,2010,1833,1765,1863,1888,1929,2079,2682,2534,2853,0,-30.30682677,27.4402709,
366,4199,3421,4486,3643,3607,3751,2834,2775,2372,2098,2141,2206,2127,1954,2036,1856,1878,2504,2199,3109,3340,3175,6988,0,-27.78535261,28.23302112,
376,6099,5760,6541,6242,5974,6977,5985,5662,5385,4508,3964,3507,3036,2687,3287,2823,2551,2765,4087,5993,5665,5371,6360,0,-30.33669351,29.98034509,
383,6240,6272,5875,6160,6371,6623,6616,6321,6216,5766,5438,5000,4815,4513,4042,4123,3335,3566,4793,4797,5407,4891,6424,1,-28.94994146,31.54642828,
389,7458,7488,7940,7754,7459,7825,8036,7619,7408,6945,5872,5424,4479,3500,3786,3715,2840,2900,3501,4486,4172,4334,6232,1,-29.3755805,30.69334895,
391,6873,7597,8114,7843,7401,6670,5130,4262,3280,3203,2768,2552,2836,2551,2549,2205,2132,2527,2485,3250,3817,5031,6341,2,-26.83656588,28.56775971,
401,2654,2559,2998,3615,3360,3097,2880,2871,2285,2060,2020,1873,1782,1798,1774,1712,1709,1650,1893,2097,2307,2441,2658,0,-30.03233715,27.43817026,
408,6427,5476,6442,5960,6589,6910,7245,6500,5353,4960,4540,4053,3949,3847,3826,3239,3149,3415,4163,3790,5784,4919,2643,0,-27.52622628,32.1384467,
422,3580,3948,5059,5337,5109,5130,4476,4581,3784,3168,2755,2464,2518,2226,2448,2118,2259,2203,2518,3249,3632,3240,2925,0,-29.53461505,27.45261376,
426,6846,7474,7419,7447,7678,7175,6402,5519,3547,3175,2906,2704,2700,2662,2521,2264,2181,2414,3022,3329,5770,5029,7047,2,-26.90726846,29.09218491,
436,6679,6004,6219,6449,6436,5759,5272,4329,3252,2930,2880,2549,2452,2335,2623,2234,2415,2584,3243,4477,4803,5564,5789,0,-29.71151221,28.2989697,
438,5333,5361,6182,5867,6283,5951,5625,4843,4181,3516,3504,2921,2865,2683,2810,2695,2695,2417,2596,3910,4478,5253,5787,0,-29.33841035,27.67565737,
443,3434,3467,4125,4017,3888,3801,3316,3420,3168,3096,3060,2808,2887,2638,2830,2420,2356,2414,2630,3372,3222,3396,3692,0,-29.90725997,28.26009966,
445,7618,7513,8353,7604,8313,7825,8114,7226,8063,7248,6142,6134,6568,6290,6266,6313,5256,5562,6997,7197,7411,7815,8335,0,-30.33849843,30.29422681,
451,6463,4691,4022,3605,5827,6638,5324,4397,3852,3232,3060,2682,2856,2489,2536,2262,2188,2533,3145,3435,6147,4979,4736,0,-26.97541692,31.8755532,
453,6954,5782,6255,6458,7219,5923,5291,4534,3425,3200,3103,2719,2679,2495,2443,2500,2244,2561,2639,3400,4558,4371,4388,0,-28.32218814,28.71064202,
462,6661,6248,6055,5963,6027,6204,6255,5343,5146,3942,3744,3326,3202,3242,2948,2853,2772,3428,4034,4337,4439,4337,5886,0,-28.5181006,30.8155714,
463,6971,4405,4151,3883,6171,6907,5742,5416,4651,3543,3289,2808,2714,2633,2498,2575,2459,2642,2532,3024,4172,4998,7034,0,-26.96759362,31.80397407,
474,7147,6441,6565,6378,6837,6584,6554,6237,5288,4923,4197,3884,2936,2566,2680,2454,2631,3157,4198,4897,5958,5811,6921,0,-29.71618394,30.1099727,
479,6008,6008,5741,5416,6213,5902,5581,4532,3566,3111,2897,2844,2634,2665,2309,2268,2205,2449,2597,3982,4975,4676,5804,0,-26.58969614,27.71540116,
482,5391,5767,5262,5177,5550,5532,5509,4785,4245,3793,3249,2936,2695,2754,2512,2376,2150,2456,2939,2935,3149,3317,3871,0,-28.54375962,30.95468512,
490,2998,3118,3695,3161,3249,2990,2975,3141,2852,2532,2188,2123,2223,1895,1733,1805,1800,2047,1755,1875,1858,2549,2592,0,-30.7795059,29.32360433,
491,5150,4129,5441,4578,5090,4320,4156,4271,3592,3118,2757,2558,2424,2449,2274,2067,1985,2188,2377,2814,2961,2915,3174,0,-28.89291627,30.4076082,
494,4786,4590,5037,4524,4613,4223,4089,3851,3596,3250,2913,2831,2540,2380,2473,2366,2369,2730,2516,2614,3324,3465,4839,0,-28.62550887,29.94555142,
496,6719,7073,7108,6912,5482,6335,5769,5773,4415,3726,3222,3085,3290,2693,2710,2830,3017,4297,5196,5334,5942,5734,6149,0,-27.01833092,28.80680787,
498,6581,5832,6853,6293,7165,6427,6557,6394,4083,3203,2896,2691,2380,2336,2262,2221,2345,2844,3573,4331,4075,3757,7862,0,-27.34132846,29.29915375,
512,5522,5311,5728,4867,6668,5867,6246,5719,4824,4859,4193,4129,4029,3746,3879,3853,3516,3529,4867,4760,4458,4663,4777,0,-27.82517085,31.86899137,
519,5184,4814,5067,4566,5242,5096,5157,4405,3847,3316,2995,2767,2600,2511,2446,2488,2370,2545,3005,3673,3504,4143,5031,0,-28.07841261,30.54918511,
529,5410,5796,6134,5261,5183,5104,4987,4027,3192,2959,2914,2869,2548,2523,2363,2600,2270,2208,3235,4063,5425,5707,6001,0,-26.69669224,30.10940602,
536,7354,7512,7019,6935,7387,7114,7151,7531,7431,5738,7344,7328,5563,6713,5972,6273,6134,6646,6295,6731,6444,5207,8185,0,-29.05721075,30.48935738,
538,6597,6722,7044,6921,7146,6713,6158,6598,5051,4265,3756,3069,2746,2539,2539,2170,2035,3019,3505,5025,5031,5300,5718,0,-30.14707292,29.57842174,
539,4744,4911,7548,6431,8288,7688,4852,3561,2804,2432,2243,2163,2030,2028,1988,1941,2023,2023,2079,2393,2952,2673,2631,2,-28.40492199,27.68716777,
540,7550,6975,7392,6775,6678,5649,4787,4010,3236,3113,3116,2478,2534,2453,2349,2010,1997,2059,1988,2324,2533,3756,5552,2,-26.53771899,28.55538389,
544,5672,6563,6823,4568,6317,5978,5879,4858,4391,3777,3547,3782,3095,3359,3194,2957,3375,3735,3595,4731,4958,4933,6114,0,-29.5703963,28.03963828,
546,5792,6000,7117,5805,6350,5656,5450,4801,3341,2833,2645,2610,2461,2398,2241,2115,2240,2463,3606,4030,5164,6153,6165,0,-27.1681413,29.91979581,
558,5584,6339,6895,8296,6367,5820,5068,4623,3723,3219,3120,2865,2625,2463,2523,2425,2413,2533,2913,3976,4137,4559,5006,0,-29.41882777,28.73456184,
562,7707,7202,7348,6923,6630,6077,5585,4386,3982,3182,3324,2896,2689,2591,2580,2444,2597,2716,2959,4055,4577,6145,7441,0,-26.74213373,30.10272798,
566,3938,3892,4808,5122,5493,5008,4700,4531,3724,3020,2772,2393,2262,2224,2138,2112,2280,2307,2330,3511,3843,3907,3410,0,-29.14359618,27.62475042,
580,5114,4502,4677,4922,4981,5444,4906,4318,3466,3512,2868,2501,2450,2293,2307,2602,2230,2310,3073,3038,3485,3845,5133,0,-28.10625883,30.56443183,
581,7221,7564,6864,6456,6834,6727,6817,6363,5627,4899,4335,3972,3707,3866,3695,3365,3063,2855,4478,3973,4903,4797,6614,0,-28.47025437,30.97198629,
596,7372,7140,7178,6890,5925,6276,6268,5313,3910,3474,3288,2976,2926,2795,2601,2597,2555,2858,3456,3438,5694,6148,7686,0,-26.58118682,30.16691184,
597,7297,6859,7657,7256,7483,7354,7470,6899,5998,4983,4264,4547,4364,4008,3754,2949,2852,3084,4431,4666,7500,6925,8074,0,-26.99439894,32.0016912,
600,5218,6184,5943,5682,6123,6284,5303,4423,3282,2940,2724,2482,2369,2290,2236,2077,2075,2455,2730,4205,4478,5357,5812,0,-27.68375347,27.92085126,
606,6357,5123,4691,4444,5457,5224,4982,4000,3659,3306,3149,3189,2638,2521,2440,2319,2273,2692,3914,4137,4823,4197,5649,0,-28.45196115,31.56017681,
607,7041,6194,5220,5996,6207,5671,5596,5386,4614,3980,3787,2892,3073,2641,2439,2444,2615,2747,2801,4203,4585,5074,4396,0,-27.99587901,27.70513977,
615,6587,5653,5881,6211,6844,6576,6330,6040,5245,4502,4318,3610,3005,3091,2483,2654,2440,2821,3260,4116,3930,4893,5961,0,-28.46962138,30.05382705,
622,6350,5207,5808,5035,6651,6831,6353,5922,5476,4842,3998,3996,3753,3333,3352,2989,2994,3212,4255,4966,5871,4447,7238,0,-28.94217132,31.14125229,
633,6769,6332,6801,8118,5844,5436,5038,4081,3599,3209,3025,2851,2671,2620,2555,2469,2596,2628,2649,3899,4063,3894,5203,0,-29.77141507,28.42315208,
634,6161,6256,6765,5632,5657,5450,5589,4878,3513,2954,2882,2688,2541,2628,2357,2192,2269,2350,3661,4123,5744,6693,6465,0,-27.09790352,29.99845319,
637,7482,7095,6817,6076,6118,5928,6030,5442,4101,3568,3289,2974,2614,2697,2531,2685,2623,3106,3502,4062,5252,5032,6697,0,-26.44107829,29.90618377,
648,6076,5222,5850,5345,5795,5367,4979,3727,3075,2781,2640,2324,2355,2196,2186,2111,2029,2226,2060,2320,4070,3993,7013,0,-27.28336584,28.14329623,
654,5956,6247,6706,5574,6165,5480,5596,5221,4325,3888,3311,3057,2893,2713,2966,2708,2611,2870,4065,4423,4771,5408,5846,0,-26.75750406,31.00806217,
659,6663,6519,6679,6256,6642,5671,5704,5057,4023,3781,3637,3055,3239,2913,2877,2795,2917,2602,3112,4475,5907,6356,6212,0,-26.43275613,28.29059597,
660,5513,3919,4768,3014,5524,4170,4787,3933,3543,3050,2750,2702,2492,2339,2709,2994,3556,4292,4268,6027,5511,4929,4895,0,-27.72126459,28.25544321,
665,6341,6175,6864,5916,6426,5627,3782,3454,2454,2510,2308,2140,2624,2076,2055,2006,2031,2204,2697,2980,2959,3039,6998,0,-27.0547556,29.62643162,
666,7529,7691,8042,7053,6033,5341,4126,3434,3142,2958,2977,2565,2477,2460,2398,2703,3657,2684,5287,3957,4027,4091,4204,0,-28.1020829,28.90652758,
670,6669,6662,6167,6104,6459,6486,5232,4728,3193,2960,2717,2485,2444,2331,2191,2146,2134,2473,2418,2655,4735,5273,5650,0,-27.35904765,28.02278552,
683,5464,5692,5924,7055,6097,6540,6193,5744,4135,3899,3546,3071,3159,2587,2859,2992,3569,3283,3306,3934,4881,4738,4973,0,-29.54114127,27.59675121,
686,4574,4602,4956,4646,4815,4802,4784,4241,3537,3063,2967,2509,2457,2416,2430,2421,2558,3071,3314,3467,4195,3470,4158,0,-27.74785277,30.23535765,
687,7052,6859,7175,7787,7109,7315,6683,6084,5728,5584,4294,3909,4825,3436,5374,5629,4402,4234,4561,5243,5890,4927,6715,0,-28.89918845,29.45513903,
692,7037,6535,6643,6408,5207,4583,3612,3443,3018,2750,2792,2420,2199,2434,2085,2069,2157,2334,2716,2571,3916,3532,7026,0,-27.10713579,28.69514092,
698,7591,6860,7397,6351,6908,6752,4699,3653,3231,3184,2984,2794,2353,2278,2234,2095,2161,2163,2461,4066,3253,4863,6772,2,-27.65287708,28.77514579,
704,6437,6295,6437,5822,5770,6181,5887,5162,3736,3103,2772,2596,2542,2418,2705,2340,2266,2385,2368,3909,4993,4360,6350,0,-26.58176733,27.70714681,
705,5286,4842,5427,5093,5143,5111,5080,4076,3681,3059,2984,2852,2551,2217,2583,2249,2360,2992,3101,3788,3789,3719,4667,0,-27.84410231,30.25545541,
709,5021,4903,5620,4927,5321,5435,5156,4231,3572,3220,2803,2450,2673,2522,2406,2203,2069,2140,2979,3203,3572,3274,5049,0,-28.16787976,30.82891784,
718,6005,6139,6689,5935,6372,6457,6153,5558,5024,4706,4035,3794,3017,2955,2946,2685,3099,3144,3338,5149,5042,6168,6409,0,-30.94644006,27.98188093,
727,4621,7046,6446,6391,6785,6601,5084,4774,3771,3347,3241,2990,2861,2735,2688,2704,2473,2747,2787,2958,4801,5428,6069,0,-26.44781633,30.53311998,
729,6874,6730,6722,6958,6392,5398,5122,4397,3335,2855,2749,2502,2388,2339,2266,2186,2170,2263,2787,4170,4319,4538,6709,0,-27.90413568,28.79888857,
733,3836,5639,7345,7203,6392,7550,6311,4250,3631,2788,2908,2718,2323,2317,2071,2124,1962,2204,2148,2257,2977,3301,4796,0,-28.74154873,27.7532412,
735,4570,4408,4426,4723,5123,4785,4318,4924,3801,3433,3183,2631,2435,2269,2325,2344,2135,2473,3247,3281,3321,3861,4684,0,-30.71287629,29.4441967,
737,5397,4581,4640,4599,4729,4671,4662,4365,3686,3343,2901,2604,2536,2374,2299,2240,2123,2308,2783,2954,3190,3271,4469,0,-28.17297174,30.74084722,
738,6613,6076,6683,6204,6402,6269,5112,4668,4611,4310,3890,2870,2818,2869,2861,2475,2441,3548,4472,5655,5802,5492,6638,0,-30.50471037,29.93626385,
740,4884,4525,5557,5309,6463,6242,5478,5208,4118,3216,3073,2444,2506,2274,2124,2030,1917,2093,2151,3304,3396,3889,4174,0,-28.13560812,27.51013041,
745,6888,6089,6322,6470,6860,6492,7082,6209,6500,6027,5826,5465,5198,4784,5338,4410,4512,4753,5289,5136,6523,6305,6539,0,-28.85790648,31.31775122,
747,6519,7221,6989,6738,6949,7005,5906,5241,3483,3425,3239,2983,2695,2826,2420,2460,2331,2316,2300,2230,3712,3575,6153,0,-26.42773382,29.7519909,
748,6427,5897,6073,5827,5462,5900,5803,4592,4529,3841,3353,3134,2801,2858,2970,2619,2480,2682,3882,4217,4995,4432,6324,0,-28.09384264,31.33864426,
750,5310,5536,6327,6547,6155,7014,6683,5499,4772,3782,3487,3262,2809,2666,2496,2530,2428,3191,4409,4854,7348,5905,7305,0,-26.70743508,31.69611753,
754,5968,4944,5556,5557,6613,6115,6232,6379,5078,4360,3767,3544,3110,2883,2640,2781,2408,2533,3005,3829,3942,3569,5484,0,-27.92575919,31.20576622,
763,5056,4621,4433,4316,5343,4913,4787,4179,3741,3251,2985,2808,2538,2462,2190,1959,1919,2021,2792,2990,3222,3278,4327,0,-28.13612623,30.87591622,
764,6421,7594,7464,7837,7320,6606,6090,5189,3983,3546,3074,2699,2721,2461,2509,2341,2557,2747,3382,4552,5128,5694,6622,0,-29.13717433,28.54250416,
765,6995,7115,7055,6754,6708,6601,6673,6203,5604,4771,4388,3583,3401,3221,3270,3337,2885,3086,5211,5545,7103,6283,7512,0,-29.32746502,30.49595564,
774,5924,6875,6277,6465,6589,6292,6077,6146,5225,4696,3785,3688,2990,3552,3558,2935,2874,3238,3315,3985,4648,4726,5634,0,-30.65267812,28.41979822,
779,5427,3780,5076,3965,5772,5775,5140,4813,3736,3871,3195,2844,2931,2778,2562,2604,2592,2843,3685,4145,4520,4391,4936,0,-28.43289163,31.49503889,
780,4222,3818,5092,5309,5470,6128,5615,4933,3998,3635,2818,2515,2342,2268,2490,2113,2225,2414,2460,4023,4952,4606,4800,0,-29.35713789,27.59444489,
792,6534,5837,5196,5124,5985,5823,5668,5564,5101,4144,3566,3108,2828,2677,2642,2919,2419,2972,3215,4073,4241,4266,6374,0,-28.64295208,30.35943636,
794,5042,5942,6491,7596,6208,5541,5122,4397,3540,3415,3060,2952,2770,2794,2639,2498,2500,2625,2500,3774,4266,4643,4320,0,-29.48466716,28.70795812,
