idx,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,class,latitude,longitude,desc
27,0.1311,0.0546,0.0892,0.0885,0.0567,0.1084,0.2532,0.2929,0.2809,0.3137,0,36.66833333,8.751111111,
54,0.2547,0.1744,0.1282,0.1404,0.1425,0.1951,0.2433,0.2666,0.2495,0.2827,0,36.5113649,9.306699744,
64,0.32955,0.2293,0.14455,0.15525,0.16695,0.1988,0.2718,0.3023,0.28765,0.32915,0,36.13147256,8.627377164,
77,0.3583,0.25115,0.1587,0.1799,0.2065,0.2366,0.2838,0.31615,0.3048,0.3385,0,36.09681927,9.471769392,
80,0.17625,0.1095,0.1054,0.1052,0.0885,0.1234,0.20435,0.23315,0.2238,0.25145,0,36.18528829,9.583286095,
83,0.2077,0.1167,0.1077,0.1157,0.0979,0.1459,0.3021,0.3463,0.3456,0.3858,0,36.28263281,9.444927129,
89,0.1649,0.0988,0.1052,0.0967,0.0788,0.1067,0.1901,0.213,0.2112,0.2355,0,36.69073686,10.32229007,
90,0.22825,0.14915,0.11795,0.11025,0.1023,0.13205,0.1983,0.22335,0.2212,0.25025,0,36.66222222,10.35611111,
97,0.24965,0.1669,0.13265,0.1351,0.15085,0.1734,0.20675,0.2247,0.2168,0.23965,0,36.34511728,10.51965461,
105,0.5215,0.3991,0.2043,0.2548,0.3382,0.3483,0.3947,0.4261,0.4184,0.4438,0,35.89722222,10.26111111,
107,0.50295,0.3846,0.19655,0.24185,0.29945,0.31705,0.3565,0.39045,0.3682,0.41085,0,35.83350635,10.16365541,
108,0.3031,0.21235,0.1676,0.1901,0.2182,0.2325,0.27025,0.29645,0.2807,0.31145,0,35.75248064,10.14357267,
118,0.31505,0.2136,0.13615,0.1545,0.1779,0.1948,0.23205,0.2518,0.2387,0.2573,0,36.21211635,10.01890672,
125,0.2165,0.143,0.1228,0.1184,0.1124,0.1428,0.207,0.2304,0.2236,0.2571,0,36.72666667,10.31888889,
126,0.1621,0.0944,0.1079,0.09885,0.08345,0.1117,0.18215,0.2087,0.2015,0.23095,0,36.71222222,10.35916667,
129,0.2295,0.16,0.1286,0.1277,0.1349,0.16195,0.2219,0.2489,0.24715,0.2682,0,36.70214718,10.45608442,
138,0.24945,0.1517,0.10845,0.1067,0.10125,0.14205,0.2221,0.25495,0.25145,0.2831,0,36.84051014,10.69831303,
161,0.16765,0.1002,0.10375,0.098,0.07805,0.10985,0.17905,0.19785,0.1956,0.21585,0,36.26866691,9.798229909,
162,0.3175,0.22645,0.14415,0.15265,0.17465,0.1987,0.27615,0.3158,0.31715,0.34565,0,36.23616223,9.759240807,
170,0.3504,0.2773,0.1879,0.216,0.2524,0.2786,0.3,0.3254,0.322,0.3455,0,35.96379374,9.25504813,
180,0.438,0.36975,0.1492,0.1835,0.2484,0.26965,0.3165,0.3451,0.32665,0.3649,0,35.22599302,9.097265737,
183,0.3566,0.28125,0.1471,0.1622,0.201,0.22215,0.25065,0.26815,0.257,0.2903,0,35.24693081,8.992458058,
184,0.32505,0.25975,0.1331,0.1366,0.16295,0.18655,0.21855,0.23605,0.22735,0.2585,0,35.23872989,8.979535783,
189,0.4767,0.4003,0.186,0.2255,0.3105,0.3273,0.3559,0.383,0.37,0.4004,0,34.83607104,8.516345108,
225,0.4248,0.32445,0.1957,0.22695,0.2756,0.28925,0.3149,0.3348,0.3174,0.3528,0,35.68304252,10.18857145,
239,0.46405,0.3508,0.20645,0.25495,0.33265,0.346,0.378,0.4006,0.3833,0.41515,0,35.07771857,9.604289035,
241,0.467,0.3683,0.2007,0.24375,0.30475,0.32705,0.3688,0.40105,0.38305,0.41775,0,35.09104243,9.425803372,
246,0.3998,0.3042,0.1686,0.1929,0.2428,0.2669,0.3113,0.3375,0.3131,0.3526,0,35.20959002,9.376016656,
247,0.5045,0.4118,0.1919,0.2316,0.3125,0.3271,0.3556,0.3825,0.37,0.404,0,35.31731313,9.408786259,
252,0.345,0.2583,0.15805,0.1739,0.2022,0.21735,0.2444,0.26745,0.254,0.2825,0,35.4850285,9.333870413,
253,0.4129,0.3341,0.1584,0.18215,0.23245,0.2492,0.2811,0.30895,0.2934,0.3296,0,35.51439997,9.348675191,
254,0.5038,0.39015,0.1992,0.2337,0.30585,0.3251,0.36315,0.3856,0.387,0.41505,0,35.60312448,9.297455692,
259,0.3213,0.2214,0.1226,0.1346,0.1416,0.1901,0.3258,0.3853,0.3781,0.4038,0,35.81914993,9.274239134,
274,0.4264,0.3111,0.1768,0.2045,0.2402,0.2689,0.3362,0.3781,0.3769,0.407,0,35.80284193,9.812811888,
275,0.2854,0.1938,0.139,0.1455,0.1567,0.1793,0.2477,0.2792,0.2692,0.3036,0,35.8359626,9.741766762,
277,0.3647,0.2743,0.1345,0.1407,0.1662,0.1923,0.2464,0.2767,0.2667,0.303,0,35.8346245,9.662738222,
