description,idx,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B10,B11,B12,QA10,QA20,QA60,Cropland,Longitude,croptype,desc,invalid
,2270,1757.5,1835,2239.5,3149,3241,3519,3975.5,3665,4233.5,659.5,20.5,4823,4028.5,,,,,9.735436915,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2269,1775.5,1736.5,2130,3001.5,3156.5,3601,4027.5,3714,4237,747.5,17,4840,3771.5,,,,,9.83369844,Orchard,Irrigated-orchards (Olive)/Barren-SC-LS,0
,2241,2021,2044,2632,3834,3985,4389,4765,4420,4999,921,22,5837,4736,,,,,9.875867075,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2240,1713,1673.5,2042,2947.5,3062,3393.5,3775,3517,3941,805.5,18.5,4627,3728,,,,,9.6883244,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2237,1930.5,1907.5,2338.5,3239,3346.5,3740,4091.5,3823,4303.5,918,25,5029.5,4034.5,,,,,9.369168909,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2239,1700,1658.5,1977,2746.5,3068,4063.5,4619.5,4283,4974,926,19,4502.5,3362.5,,,,,9.538625707,Orchard,Irrigated-orchards (Amendier)/Barren-SC-MS,0
,2238,1770,1844,2341.5,3591,3786.5,4247.5,4645,4352.5,4864.5,951,18,5466,4460.5,,,,,9.488002438,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2242,1947,2007,2534,3729,3841,4209,4649,4246,4954,896,21,5550,4543,,,,,9.964666454,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2243,1648,1618,2055.5,3089,3322,3680,4066,3809,4338,824.5,19,5201,4163,,,,,10.14026504,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2244,1830,1802,2284,3139,3549,4003,4333,4099,4573,894,21,5308,4198,,,,,10.21946134,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2245,2065,2157,2580,4010,4116,4351,4604,4313,4868,969,21,5757,4391,,,,,10.28516086,Orchard,Rainfed-orchards (pistachier)/Barren-SC-LS,0
,2246,1654,1475,1840,2517,2666,2997,3305,3086,3443,705,17,4323,3164,,,,25,10.35092325,Orchard,Irrigated-Orchards (olive)/Barren-SC-MS,0
,2247,1682,1557,1661,2124,2414,3007,3445,2988,3692,688,22,3898,2739,,,,15,10.60116667,Orchard,Irrigated-Orchards (olive)/Barren-SC-MS,0
,2256,1678,1603,1851,2386,2439,2638,2845,2692,3007,583,57,3593,2660,,,,,10.99675635,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2252,1423,1177,1154,1371,1362,1470,1622,1456,1698,295,12,1761,1185,,,,,10.90996091,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2250,1739,1738,2046,2875,2928,3507,3963,3739,4233,732,20,4529,3419,,,,,10.80286742,Orchard,Rainfed-orchards (olive)/Barren-SC-MS,0
,2251,1725,1788,2078,2985,2883,3243,3718,3422,4039,649,23,4624,3555,,,,,10.85227402,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2249,1710,1650,2015,2837,3058,3595,4018,3760,4291,756,19,4826,3784,,,,,10.73134389,Orchard,Rainfed-orchards (Amendier)/Barren-SC-LS,0
,2248,2379,1896,2645,3426,3625,3980,4270,3932,4513,1147,98,5071,3951,,,,,10.65067283,Orchard,Rainfed-orchards (Amendier)/Barren-SC-LS,0
,2253,1648,1504,1591,2215,2482,2853,3094,2942,3392,597,17,4383,3180,,,,,10.90264647,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2254,1745,1727,2109,2972,2981,3325,3668,3308,3968,587,19,4703,3545,,,,,10.89993248,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2255,2337,1834,1751,2586,2759,3028,3341,2485,3480,1017,160,3782,2924,,,2048,,10.97443191,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2259,1859,1822,2245,2922,2979,3373,3662,3466,3899,637,18,4619,3583,,,,,10.63331095,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2258,1614,1542,1786,2385,2465,2814,3171,3018,3474,552,18,4435,3285,,,,,10.83149286,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2257,1612,1430,1610,2098,2262,2684,3013,2901,3316,563,15,3941,2878,,,,,10.97849528,Orchard,Rainfed-orchards (olive)/Barren-SC-LS,0
,2184,5651,4527,4852,5503,5517,5807,6198,5186,6389,3979,535,4114,3378,,,1024,10,10.78905403,Oats,Irrigated-Oats/Wheat-VLS,0
,2295,1424,1249,1129,1131,1167,1435,1627,1546,1796,353,23,1770,1189,,,,85,10.65964613,Orchard,Rainfed-Orchards Almond/Barren-LS,0
,2211,1902,1796,2087,2274,2382,2847,3138,2886,3341,736,37,3322,2281,,,,90,10.634238,Orchard,Irrigated-GW-grape orachards / Barren-VLS,0
,2210,2015,2053,2213,2174,2184,2300,2500,2807,2865,774,46,2800,2032,,,,10,10.63085563,Orchard,Rainfed-olive orachards / Barren-LS,0
,2294,3513,1353,2074,2388,2838,3229,3686,1540,4038,2022,135,2964,2738,,,1024,99,10.88150763,Orchard,Irrigated-GW-DC-Olive Orchards/Wheat-VLS,0
,2311,6081,5723,5394,5777,5938,6167,6474,5725,6455,4348,596,4171,3688,,,1024,96,10.92961941,Vegetable,Irrigated-GW-DC-vegetables-vegetables-VLS,0
,2112,6877,7634,7417,8024,8227,8254,8159,8438,8109,4956,626,7051,5059,,,1024,98,10.83252806,Barley/Wheat,Irrigated-GW-DC-Wheat-VLS,0
,2072,8453,8113,7845,8286,8428,8528,8727,8463,8790,6370,959,2831,2863,,,1024,98,11.00735642,Barley/Wheat,Rainfed-SC-wheat-LS,0
,2125,5355,5340,5138,5316,5355,5476,5635,5629,5661,3446,415,1928,1841,,,1024,98,11.01804465,Fababean,Irrigated-GW-DC-fababesn/barley-vegetables-VLS,0
,2126,3995,4494,4309,4530,4611,4708,4815,4811,4802,2218,249,3075,2671,,,1024,96,11.04017894,Fababean,Rainfed-SC-fababean-LS,0
,2307,6524,6128,5915,6199,6332,6460,6629,6293,6735,4157.5,319,1443,1527,,,1024,94,10.98425729,Vegetable,Irrigated-GW-DC-vegetables-vegetables-VLS,0
,2071,6650,6552,6159,6466,6581,6752,6907,6571,6881,4228.5,507,3143,3003,,,1024,98,11.00206916,Barley/Wheat,Irrigated-GW-DC-barley-vegetables-LS,0
,2306,3302,3623,3684,3690,3629.5,4095.5,4275,4360,4262,1868,178,3707,2866,,,1024,99,10.92488739,Vegetable,Irrigated-GW-potato-fodder-LS,0
,2070,2149.5,1710,1644,1689,1663,1902,2020,1806,2086,861,58,1612,1262,,,,96,10.96546788,Barley/Wheat,Rainfed-SC-barley-LS,0
,2069,6111.5,6121,6416.5,7074,7233,7119.5,6805.5,6648,6586,4114,510,5784,3674,,,1024,50,10.8989394,Barley/Wheat,Rainfed-SC-wheat/fodder-MS,0
,2068,1434,1152,990,964,980,1110,1230,1086,1341,292,17,1539,967,,,,95,10.84380656,Barley/Wheat,Rainfed-SC-wheat/fodder-LS,0
,2214,2518,1873,1986,1855,2115,2759,2996,2283,3085,1189,68,2883,2237,,,,,10.83361111,Orchard,Irrigated-GW-orange orchards / Barren-LS,0
,2131,2188,2466,2088,2239,2150,2548,2684,2560,2739,960,136,2585,2033,,,,91,10.85940888,Fodder,Rainfed-SC-fodder-VLS,0
,2213,1617,1353,1280,1447,1615,2132,2461,2286,2844,486,15,3240,2165,,,,53,10.75681487,Orchard,Rainfed-olive orachards / Barren-LS,0
,2156,1275,1118,1110,1114,1103,1311,1422,1517,1490,282,26,1392,659,,,,0,10.69831303,Non-cropland,Forests/shrublands-LS,0
,2212,2086,1647,1653,2058,2142,2487,2814,2683,3218,774,25,3688,2561,,,,45,10.66647101,Orchard,Rainfed-SC-olive orchards / Barren-LS,0
