idx,B3,B4,B5,crop,nd,slope,type
904,0.17238694,0.21087383,0.35290813,1,-0.007340811,1.4817761,Crop
905,0.18359752,0.21813893,0.30344614,1,-0.020282961,2.1802816,Crop
906,0.14990973,0.1920558,0.3266219,1,-0.02619409,4.426436,Crop
907,0.14018974,0.16186139,0.307488,0,-0.039313734,4.3580585,Non-Crop
908,0.17640825,0.19944027,0.2665748,0,-0.015609028,6.0275526,Non-Crop
909,0.15275666,0.17180304,0.35353336,1,-0.025858426,2.1797392,Crop
910,0.11969636,0.11381638,0.3055899,0,-0.050223064,20.075981,Non-Crop
911,0.15261905,0.17084326,0.27722105,0,-0.029730521,27.542173,Non-Crop
912,0.15243456,0.1680553,0.3179526,1,-0.025785469,2.1844308,Crop
913,0.23515014,0.26645708,0.3475033,1,0.004614398,0.92740995,Crop
914,0.16031112,0.1932443,0.32322606,1,-0.021526998,0,Crop
915,0.24103108,0.28375736,0.35741717,0,-9.27E-04,5.1694374,Non-Crop
916,0.115086704,0.12169567,0.27087662,0,-0.058327436,14.235532,Non-Crop
917,0.13260458,0.13348414,0.2990998,0,-0.049644355,16.864931,Non-Crop
918,0.16562866,0.19794632,0.3200694,1,-0.02098756,2.7802885,Crop
919,0.21397837,0.2385315,0.30184498,0,-0.010104755,3.0113435,Non-Crop
920,0.15111762,0.18621466,0.30590472,1,-0.032566458,3.930525,Crop
921,0.1443044,0.1534966,0.35987467,0,-0.036265396,2.3173985,Non-Crop
922,0.17397046,0.20319131,0.37876046,1,-0.002282217,2.4892988,Crop
923,0.19110647,0.21938047,0.37404114,0,-0.006599782,4.361163,Non-Crop
924,0.12871087,0.12350104,0.3127428,0,-0.05253378,26.126469,Non-Crop
925,0.2099503,0.22862954,0.33046383,0,-0.008803085,1.4829004,Non-Crop
926,0.18207327,0.21581882,0.36595297,1,-0.019505706,1.15518,Crop
927,0.12386507,0.13708761,0.29124865,0,-0.053906698,10.034203,Non-Crop
928,0.14976759,0.16209824,0.31478888,0,-0.030883862,7.723148,Non-Crop
929,0.18114592,0.21437876,0.34683332,1,-0.01890228,2.4744415,Crop
930,0.16788864,0.20155343,0.3597844,1,-0.011964791,0,Crop
931,0.16466697,0.21308762,0.35074806,0,-0.023575664,3.5656662,Non-Crop
932,0.15575778,0.16397211,0.3024733,0,-0.025667597,1.1586976,Non-Crop
933,0.18103488,0.2174989,0.32855156,1,-0.016953174,3.0074842,Crop
934,0.15657589,0.18674283,0.34646443,1,-0.04206025,1.1522046,Crop
935,0.18167347,0.22925627,0.35948133,1,-0.009302788,3.4738455,Crop
936,0.20332092,0.23971856,0.3385939,0,-0.007605384,2.7802885,Non-Crop
937,0.19007626,0.21586058,0.36190438,1,0.002706515,1.1566598,Crop
938,0.120438695,0.120704725,0.2785853,0,-0.07080254,6.464861,Non-Crop
939,0.1832895,0.20884712,0.35094193,1,-0.012670165,0,Crop
940,0.1953084,0.23615609,0.3252173,1,-0.006404044,1.1514438,Crop
941,0.13820598,0.15311395,0.34478584,1,-0.038440526,2.4897623,Crop
942,0.13778934,0.15730703,0.28008908,0,-0.04956411,3.8798575,Non-Crop
943,0.18780272,0.2395011,0.3804756,0,0.010004592,2.7802885,Non-Crop
944,0.21652427,0.23133814,0.33266503,0,-7.15E-04,2.1854038,Non-Crop
945,0.19452623,0.23943594,0.34218416,1,0.001867719,8.128139,Crop
946,0.13621828,0.15071766,0.34230918,0,-0.04884607,24.252409,Non-Crop
947,0.20043388,0.23309758,0.34136164,0,9.79E-04,3.907076,Non-Crop
948,0.14265004,0.15702383,0.2957853,1,-0.035932016,1.1558669,Crop
949,0.1818993,0.20686279,0.3535405,0,0.006223858,6.939823,Non-Crop
950,0.11489726,0.11089801,0.24321245,0,-0.060956907,15.070343,Non-Crop
951,0.15589313,0.18324848,0.3614444,1,-0.020299098,2.1820147,Crop
952,0.09757303,0.067182995,0.044486374,0,-0.07332264,0,Non-Crop
953,0.2431008,0.26878265,0.36815834,0,0.005084105,1.158147,Non-Crop
954,0.117609106,0.11332846,0.2514957,0,-0.055763897,1.4795002,Non-Crop
955,0.20453633,0.24375504,0.3448262,0,-9.45E-04,5.758381,Non-Crop
956,0.21833722,0.23981564,0.37404338,1,0.020281937,2.1846817,Crop
957,0.23845689,0.27053282,0.33941498,0,0.001088678,0,Non-Crop
958,0.211875,0.22511071,0.35713908,0,-0.008375841,9.557939,Non-Crop
959,0.11201296,0.07226542,0.051976644,0,-0.06411384,0,Non-Crop
960,0.21425028,0.2551559,0.36304975,1,0.003514409,4.6824756,Crop
961,0.19619034,0.24012998,0.32005298,1,-0.010095609,1.1476078,Crop
962,0.12390901,0.12491577,0.13279429,0,-0.0635425,1.1582057,Non-Crop
963,0.21596737,0.23768587,0.35442257,1,0.030287778,0.92740995,Crop
964,0.17042549,0.20542254,0.34514576,1,5.19E-04,2.7802885,Crop
965,0.15620737,0.1953771,0.3387316,1,-0.016231317,6.383723,Crop
966,0.15145022,0.14521219,0.28228533,0,-0.044951513,1.4840733,Non-Crop
967,0.14676152,0.16747549,0.31743863,1,-0.036649983,2.1828594,Crop
968,0.21106917,0.27450928,0.42183954,1,0.019835174,2.961735,Crop
969,0.21644506,0.28983673,0.41024327,1,-0.011086501,5.9059253,Crop
970,0.1696332,0.19216518,0.34811786,1,0.012294278,0.92740995,Crop
971,0.17579696,0.19856052,0.36373797,1,-0.01819988,1.8543341,Crop
972,0.10300341,0.078086354,0.057749934,0,-0.062797196,0,Non-Crop
973,0.16962652,0.18672076,0.31315833,0,-0.020868761,9.264745,Non-Crop
974,0.1897514,0.23156637,0.35782957,1,-0.009948825,2.1800687,Crop
975,0.20106183,0.2400095,0.381502,1,0.010023413,1.4818347,Crop
976,0.18976988,0.22117372,0.35584378,1,-0.020480884,1.1523199,Crop
977,0.1063105,0.103070036,0.23572154,0,-0.06263195,4.680932,Non-Crop
978,0.14479433,0.17463045,0.30926606,1,-0.047506265,1.1517931,Crop
979,0.14437917,0.17164718,0.2666949,0,-0.03783616,10.587656,Non-Crop
980,0.17501566,0.21688557,0.36089557,1,-0.007944093,2.1843824,Crop
981,0.15866345,0.20516278,0.36175534,1,-0.041198898,1.8543341,Crop
982,0.16918188,0.18002105,0.27957737,0,-0.026141318,0.92740995,Non-Crop
983,0.1948304,0.23384757,0.31338552,1,-0.014620412,2.293664,Crop
984,0.15937078,0.2054696,0.37176389,1,-0.014383362,0,Crop
985,0.17557885,0.18950072,0.3251876,0,-0.011248495,6.026276,Non-Crop
986,0.14996348,0.18743794,0.34080958,0,-0.058252852,3.0099664,Non-Crop
987,0.20019175,0.24738443,0.37620562,0,-0.006498696,3.8796458,Non-Crop
988,0.1052669,0.07469876,0.052054055,0,-0.07746202,0,Non-Crop
989,0.1296293,0.1682849,0.3312573,1,-0.05806734,5.379017,Crop
990,0.13545072,0.13983172,0.3331105,1,-0.05291115,1.4820364,Crop
991,0.18889599,0.21211198,0.32182628,0,-0.019292573,5.842827,Non-Crop
992,0.19225861,0.2297881,0.35264704,0,-0.009669541,7.3456483,Non-Crop
993,0.12144812,0.12231208,0.27433002,0,-0.05993169,1.8543341,Non-Crop
994,0.12362306,0.09279458,0.09959891,0,-0.055426046,0,Non-Crop
995,0.17016147,0.19614096,0.28647697,0,-0.020476175,16.232857,Non-Crop
996,0.21910252,0.24113765,0.30675432,0,-0.001207265,4.442558,Non-Crop
997,0.1932339,0.23061599,0.35950306,1,-0.004320057,3.6053517,Crop
998,0.16730516,0.19340992,0.32165316,0,-0.02387305,14.456419,Non-Crop
999,0.16043057,0.19704007,0.32707608,0,-0.024120541,1.4787266,Non-Crop
