idx,SV01,SV02,SV03,SV04,SV05,SV06,SV07,SV08,SV09,SV10,SV11,SV12,SV13,SV14,SV15,SV16,SV17,SV18,SV19,SV20,SV21,SV22,SV23,Cropland,Longitude,Orchards,SoilCover,grasses,id,l1,l2,label,other,pcrop,scrop,shrubs,trees,water
21,0.148859935,0.167202795,0.17874754,0.203215458,0.22533221,0.240224506,0.269679573,0.304203392,0.372422665,0.453759387,0.453759387,0.456061997,0.382389487,0.284652011,0.228352475,0.205370199,0.20208127,0.20208127,0.20208127,0.211650526,0.22676369,0.243380038,0.250683711,98,9.250555556,,,0.5,20,cropland,Rainfed,Rainfed-SC-wheat-LS,0.5,Wheat,,0.5,0.5,0
20,0.536891971,0.554743306,0.609768043,0.697512018,0.699557656,0.700887501,0.6952918,0.570256132,0.432946997,0.310339297,0.236916939,0.215146363,0.210541428,0.20865817,0.209411976,0.21070343,0.235645402,0.238747028,0.238711051,0.238711051,0.196618052,0.154859946,0.13090081,97,9.308811441,,,0.5,19,cropland,Rainfed,Rainfed-SC-sunflower-LS,1.5,Sunflower,,0.5,0,0.5
18,0.313571269,0.304840695,0.30148934,0.345450707,0.436957955,0.490473988,0.523622363,0.560447067,0.563965824,0.568196197,0.506254715,0.377713323,0.263708283,0.19762002,0.152331029,0.167540048,0.172016812,0.172016812,0.174596131,0.180467446,0.182364188,0.180518113,0.170582001,98,9.363597998,,,0.5,17,cropland,Rainfed,Rainfed-SC-wheat-LS,1,Wheat,,0,0.5,0
19,0.153025349,0.183159745,0.231950683,0.303670162,0.353524395,0.386289895,0.434367857,0.484717486,0.482394269,0.482243584,0.460446722,0.345944743,0.259212889,0.214548181,0.190128681,0.184027179,0.183047167,0.183047167,0.183047167,0.210468539,0.28613457,0.419860499,0.502860576,92,9.313483154,,,2,18,cropland,Rainfed,Rainfed-SC-wheat-LS,1,Wheat,,5,0,0
17,0.231532109,0.230051623,0.275108423,0.428043477,0.565490013,0.573882222,0.573882222,0.573215408,0.564297357,0.555910909,0.501844254,0.377787645,0.245352942,0.193351708,0.182336175,0.211432201,0.232255182,0.22957305,0.225331749,0.207848392,0.180776831,0.141793028,0.111101182,98,9.405163755,,,0.5,16,cropland,Rainfed,Rainfed-SC-wheat-LS,1.5,Wheat,,0,0,0
16,0.376686021,0.397701586,0.458681803,0.517508957,0.574097967,0.597958773,0.598475467,0.598475467,0.481782718,0.377454107,0.313277189,0.25060639,0.215579365,0.212481148,0.213492742,0.214541947,0.212929917,0.211966202,0.202902375,0.202902375,0.184245867,0.158166212,0.149866782,95,9.435487751,,,0.5,15,cropland,Rainfed,Rainfed-SC-fababean-LS,1,Fababean,,2,0.5,1
43,0.344603608,0.347130928,0.351032039,0.353328317,0.359369175,0.361886059,0.361886059,0.391028,0.423095766,0.427461672,0.431853058,0.436097041,0.436097041,0.436097041,0.414757852,0.386691438,0.36082863,0.315522348,0.285022783,0.268380409,0.256549717,0.256343673,0.25331474,100,9.529200167,,,0,42,cropland,irrigated,Irrigated-grape orchards /Barren-VLS,0,Grapes Orchard,Barren,0,0,0
52,0.256367482,0.295881413,0.360489918,0.447102838,0.505760863,0.505760863,0.505760863,0.473108692,0.468751513,0.468751513,0.489924983,0.525349016,0.545786229,0.545786229,0.54736206,0.465462919,0.410742321,0.402882072,0.402882072,0.379530801,0.358875173,0.34821095,0.326492645,91,9.525775728,4,2.5,0,51,cropland,irrigated,Irrigated-grape orchards /Barren-VLS,0.5,Grapes Orchard,Barren,0.5,1.5,0
89,0.30064742,0.316673864,0.331238068,0.417340848,0.571270174,0.575762451,0.575762451,0.416464824,0.299499276,0.260524211,0.233302938,0.2173447,0.218650093,0.216120511,0.220251792,0.228310189,0.263199667,0.267889292,0.267889292,0.289647376,0.289253618,0.354442881,0.420830303,84,9.662919118,10,5,0,88,cropland,Rainfed,Rainfed-SC-wheat-VLS,1,Wheat,,0,0,0
44,0.286767659,0.39436376,0.561919485,0.716380552,0.725131079,0.726060718,0.694956344,0.453366749,0.303803663,0.254844136,0.22887989,0.220607548,0.220159411,0.220576399,0.218838497,0.243376216,0.311371813,0.311371813,0.311371813,0.29143474,0.255314144,0.321253914,0.395199904,99,9.657314878,,,0,43,cropland,Rainfed,Rainfed-SC-barley-LS,1,Barley,,0,0,0
51,0.230674787,0.28086774,0.377426069,0.550751604,0.745716293,0.74665156,0.746988813,0.501916548,0.333633459,0.274930403,0.230619233,0.202888278,0.198344289,0.196314233,0.187968362,0.187178056,0.217847355,0.25349639,0.25349639,0.25349639,0.197469619,0.18507482,0.192045185,98,9.681405273,,,0,50,cropland,Rainfed,Rainfed-SC-fodder-VLS,1.5,Fodder,,0,0.5,0
45,0.571078857,0.57277187,0.58892919,0.586662715,0.584616899,0.534581337,0.454098317,0.401207632,0.378607218,0.365669146,0.358096112,0.350189824,0.348597616,0.354072351,0.360111689,0.382465301,0.388131057,0.391094212,0.394003718,0.430378986,0.476381962,0.489401057,0.489882839,0,9.842458684,60,37,0,44,cropland,irrigated,Irrigated-almond/olive orchards / Barren-LS,0,Olive/Almond Orchard,Barren,3,0,0
49,0.300959049,0.308813817,0.332630161,0.372304961,0.372304961,0.372453731,0.370233726,0.303488923,0.269265652,0.261868353,0.249815535,0.243002398,0.243002398,0.243002398,0.243798979,0.244706612,0.257009475,0.268505454,0.329846868,0.410813174,0.454672977,0.467280084,0.469899639,0,9.807922,50,50,0,48,cropland,irrigated,Irrigated-almond orchards /Barren-LS,0,Olive/Almond Orchard,Barren,0,0,0
50,0.317678931,0.363336378,0.452263279,0.595796556,0.723361564,0.723498493,0.723498493,0.532487547,0.37669147,0.301176346,0.24761951,0.218173283,0.205244399,0.199251964,0.197616983,0.20589637,0.245722881,0.25127157,0.25127157,0.252316476,0.218780068,0.255345454,0.29833951,93,9.77163645,,,0,49,cropland,Rainfed,Rainfed-SC-wheat-VLS,1,Wheat,,6,0,0
1209,0.286086849,0.335054917,0.413321265,0.516874626,0.646848559,0.646848559,0.646848559,0.511164501,0.358165527,0.300192932,0.280990998,0.258148159,0.22392155,0.207898471,0.204747519,0.199293585,0.21073862,0.245255744,0.248777752,0.264409469,0.246544346,0.238802145,0.259596203,100,9.865470305,,,0,309,cropland,Rainfed,Rainfed Olive Orcahards/Barren-SC-LS,0,Olive Orchard,Barren,0,0,0
1208,0.35785111,0.429764842,0.559877521,0.707073104,0.759733479,0.761331022,0.761331022,0.500766283,0.314910746,0.243829982,0.21738575,0.21738575,0.211404535,0.216455057,0.216455057,0.229080979,0.281392436,0.315120811,0.315120811,0.316699543,0.262899344,0.253043134,0.284691636,100,9.847067373,,,0,308,cropland,Rainfed,Rainfed-Wheat-SC-LS,0,Wheat,,0,0,0
1206,0.326656212,0.388785731,0.463572747,0.602469083,0.739082901,0.740097255,0.740097255,0.58199083,0.405218167,0.285540054,0.231215005,0.215789629,0.210462111,0.210278593,0.209964213,0.208327948,0.217167365,0.227174543,0.227174543,0.229225051,0.198389235,0.195173683,0.203878583,100,9.820648904,,,0,306,cropland,Rainfed,Rainfed Fodder (Faba bean) -SC-MS,0,Fababean,,0,0,0
1207,0.404085178,0.402382064,0.409447291,0.44331282,0.494345695,0.494345695,0.494345695,0.436841251,0.370029756,0.342097621,0.334249694,0.321647349,0.316334739,0.317657628,0.320356339,0.312153993,0.316397145,0.326429305,0.326429305,0.326429305,0.33387227,0.325736767,0.327368381,25,9.845295583,40,33,0,307,cropland,irrigated,Irrigated-Wheat/barley- SC-LS,2,Wheat,,0,0,0
1205,0.434427586,0.568566581,0.691495502,0.76758576,0.769541078,0.774432182,0.720946084,0.484401275,0.308901672,0.241271836,0.201242857,0.187847933,0.191614321,0.192471239,0.196555469,0.197745844,0.217823114,0.240021121,0.244480381,0.245980144,0.20876713,0.203420127,0.212882013,100,9.768505098,,,0,305,cropland,irrigated,Irrigated-Wheat-SC-SS,0,Wheat,,0,0,0
1199,0.430844131,0.429442765,0.459056481,0.503552794,0.503552794,0.503552794,0.436180247,0.347754815,0.303930806,0.28624597,0.275569253,0.258905917,0.24943341,0.254938814,0.258183615,0.271195865,0.302466678,0.307786534,0.319914352,0.334467542,0.363825529,0.434048301,0.478666839,10,9.729821079,45,35,0,298,cropland,Rainfed,Rainfed - orchards (olive/Fodder (oat)) -DC-SS,10,Olive Orchard,Fodder,0,0,0
88,0.22477809,0.247039053,0.309126549,0.410989658,0.532619291,0.605476648,0.605476648,0.605476648,0.482032982,0.357754572,0.252649919,0.197900391,0.18587111,0.184098042,0.192772622,0.17912818,0.178488229,0.203394349,0.203394349,0.203394349,0.209867746,0.214167369,0.231981447,100,9.662220746,,,0,87,cropland,Rainfed,Rainfed-SC-wheat-VLS,0,Wheat,,0,0,0
1197,0.354787007,0.354125352,0.371619274,0.420462146,0.475274985,0.474836549,0.469526812,0.391246585,0.308245231,0.267361455,0.246120514,0.24349593,0.240055109,0.230182715,0.214263064,0.216068818,0.221458455,0.228656309,0.232129213,0.237060015,0.240868591,0.280935271,0.323760474,10,9.649261176,45,40,0,296,cropland,Rainfed,Rainfed - Wheat/Barley-SC-LS,0,Wheat,,5,0,0
1198,0.461566624,0.551342509,0.664356666,0.738372652,0.739864856,0.74102541,0.626548451,0.418388161,0.288811761,0.238970785,0.208003595,0.191569754,0.18793241,0.190381968,0.192792995,0.194525915,0.224662015,0.224662015,0.225977548,0.229680483,0.208883951,0.232625736,0.26294183,97,9.665539591,,,0,297,cropland,Rainfed,Rainfed Fodder (Fungrek) -SC-LS,3,Fodder,,0,0,0
87,0.453227195,0.508620252,0.610258481,0.702099622,0.703851649,0.707447916,0.674033876,0.499884691,0.346382775,0.259310396,0.210653819,0.18661277,0.183274786,0.182734958,0.183961483,0.186293606,0.208547574,0.212994941,0.214518331,0.224952787,0.196950089,0.19866493,0.208124679,98,9.660269482,,,0,86,cropland,Rainfed,Rainfed-SC-wheat-VLS,1.5,Wheat,,0,0.5,0
86,0.221324748,0.258915982,0.320642942,0.474537293,0.673854197,0.678245693,0.678245693,0.635423768,0.454363709,0.29694357,0.219595691,0.193425962,0.181543034,0.173585763,0.158057054,0.151427912,0.181166402,0.212974417,0.212974417,0.212974417,0.182428801,0.173203847,0.185727514,100,9.642127564,,,0,85,cropland,Rainfed,Rainfed-SC-wheat-VLS,0,Wheat,,0,0,0
1196,0.244568345,0.294898732,0.406651015,0.460656514,0.520157322,0.520157322,0.520157322,0.483539047,0.350141346,0.262074245,0.210026137,0.195126973,0.193104799,0.191865778,0.191137196,0.177754988,0.165446734,0.203463289,0.203463289,0.207480477,0.207199959,0.196330351,0.220141945,100,9.656444581,,,0,295,cropland,Rainfed,Rainfed-Wheat-SC-LS,0,Wheat,,0,0,0
85,0.288097126,0.295319648,0.302542169,0.380312121,0.540959294,0.541289406,0.54364419,0.43865537,0.30051838,0.222723532,0.186073733,0.17892982,0.177987564,0.177987564,0.180811119,0.185042116,0.205461573,0.246404416,0.238131508,0.238131508,0.210344284,0.1936757,0.213605234,85,9.617419297,3,2.5,0.5,84,cropland,Rainfed,Rainfed-SC-wheat-VLS,0.5,Wheat,,7.5,1,0
83,0.433297083,0.39480559,0.355234002,0.333800851,0.3163471,0.276775781,0.215759134,0.176836596,0.166651242,0.143539333,0.12835871,0.124808239,0.124808239,0.124808239,0.125766128,0.125766128,0.125766128,0.121567571,0.121567571,0.123310226,0.123425453,0.123901813,0.124472104,95,9.603564028,2,1,0.5,82,cropland,Rainfed,Rainfed-SC-wheat-VLS,1,Wheat,,,0.5,0
1063,0.596892416,0.581894614,0.573795632,0.553835316,0.518826013,0.48292339,0.461243168,0.431563972,0.389165612,0.360570185,0.352802651,0.352802651,0.352802651,0.353758966,0.355543571,0.365667747,0.387857788,0.412222184,0.413196018,0.416684146,0.443111079,0.479665745,0.502786687,0,9.759240807,,,0,162,Non-cropland,,Forest planted (Eucalyptus),0,,,100,0,0
1062,0.516708586,0.51535228,0.521309028,0.520692869,0.51873845,0.517002493,0.494493131,0.463263803,0.435776439,0.415559796,0.40976199,0.40976199,0.395353021,0.395353021,0.395353021,0.418200008,0.439630123,0.449722289,0.455204636,0.467949681,0.490662841,0.502465262,0.505225128,0,9.798229909,,,0,161,Non-cropland,,Forest (Pinus halepensis),0,,,100,0,0
1061,0.496978276,0.485724822,0.482646906,0.488236124,0.517550722,0.517550722,0.520712504,0.480834948,0.44364485,0.424488004,0.410377492,0.388395574,0.392265485,0.392265485,0.39947153,0.431490529,0.461170841,0.476853019,0.489736312,0.521754262,0.53636404,0.551532303,0.554922416,,9.853473845,60,40,0,160,cropland,irrigated,Irrigated-Orchards (olive) / Barren-SC-LS,0,Orange Orchard,Barren,0,0,0
1060,0.248020127,0.315874516,0.489120095,0.644142829,0.731585807,0.732168138,0.732168138,0.569866304,0.387471258,0.276173774,0.211781296,0.183631855,0.185053283,0.18650972,0.190521839,0.184944162,0.228128922,0.228128922,0.228128922,0.216623916,0.208451917,0.288782678,0.368819089,99,9.877469605,,,0,159,cropland,irrigated,Irrigated- Fodder (Bersim)- SC- MS,0.5,Fodder,,0,0.5,0
1024,0.162144038,0.168998455,0.21339595,0.292490982,0.394391198,0.39702919,0.39771007,0.336253108,0.244421373,0.182797412,0.15419757,0.145714397,0.145714397,0.145714397,0.148051684,0.152760116,0.170653446,0.184633103,0.17634433,0.17634433,0.151210864,0.152578835,0.169039139,99,9.920576556,,,0,123,cropland,Rainfed,Rainfed-SC-oats-MS,1,Oats,,0,0,0
1023,0.219691644,0.246108262,0.270993635,0.309117453,0.395722672,0.444085672,0.444085672,0.444085672,0.335210756,0.24026815,0.212331611,0.202705457,0.223798147,0.221460941,0.219643174,0.215669812,0.189535994,0.192811691,0.210483643,0.217052584,0.323703434,0.400564692,0.432015958,83,9.972834102,8,,0,122,cropland,Rainfed,Rainfed-SC-oats/barley-LS,2,Oats,,6,1,0
1022,0.283849717,0.354616832,0.41792156,0.44641279,0.529629885,0.645904005,0.645904005,0.646189893,0.46323751,0.335600004,0.287693756,0.255025726,0.234213593,0.217707468,0.202558818,0.19849815,0.19849815,0.217381263,0.257815152,0.261314164,0.263856071,0.207893965,0.179091834,100,10.06801152,,,0,121,cropland,Rainfed,Rainfed-SC-wheat-VLS,0,Wheat,,0,0,0
1021,0.26676075,0.380990171,0.456463052,0.492384601,0.552984705,0.691016422,0.690509737,0.690509737,0.518305603,0.346638868,0.296380848,0.25088957,0.220479189,0.200399269,0.176213665,0.172239548,0.172239548,0.178287463,0.256623317,0.278002672,0.278605123,0.248539553,0.17257897,99,10.03966606,,,0,120,cropland,Rainfed,Rainfed-SC-wheat-VLS,1,Wheat,,0,0,0
1020,0.400605702,0.402172439,0.433565931,0.503424964,0.552787137,0.555869905,0.55705744,0.517662582,0.349763196,0.221928432,0.180823948,0.177827739,0.177827739,0.179164034,0.18475805,0.187156701,0.194138556,0.213698985,0.221338735,0.237252982,0.264484012,0.252959934,0.23848855,94,10.02180472,1,0.5,0,119,cropland,Rainfed,Rainfed-SC-wheat-MS,1.5,Wheat,,2.5,0,0.5
1019,0.139812286,0.17461303,0.23772286,0.27040801,0.305414279,0.386661218,0.386256784,0.383119883,0.339415077,0.25540942,0.218563864,0.20051911,0.196096049,0.191474677,0.181274462,0.18133425,0.18133425,0.184292405,0.241324298,0.285121828,0.325146847,0.338467916,0.318985757,53,10.01890672,5,2.5,0,118,Non-cropland,,Shrublands/hills/forest,2,,,37.5,0,0
1059,0.414525372,0.442672416,0.506381205,0.568679121,0.62614886,0.627628744,0.627849279,0.48835379,0.301837185,0.198255075,0.177509258,0.175864097,0.175237729,0.172509318,0.173923668,0.177855202,0.215810531,0.229177026,0.232626575,0.238534619,0.230155185,0.223571299,0.227615564,98,9.923051501,,,0,158,cropland,Rainfed,Rainfed-wheat-SC-LS,0,Wheat,,1.5,0,0.5
1058,0.366007479,0.422688077,0.527430117,0.659698465,0.68787979,0.688073665,0.688728815,0.443200367,0.277682889,0.230763835,0.207193836,0.189159123,0.187515948,0.187515948,0.216948422,0.244992089,0.275583469,0.29164339,0.292096413,0.315878719,0.404895574,0.617835527,0.735641831,100,9.932762362,,,0,157,cropland,Rainfed,Rainfed-Fodder (Oat)- SC-LS,0,Fodder,,0,0,0
1057,0.276826325,0.344200594,0.532827731,0.687934984,0.77267313,0.77267313,0.772791899,0.668406527,0.473105372,0.341468316,0.294040693,0.247934961,0.217984798,0.195457349,0.200918282,0.204578969,0.224250202,0.226278707,0.206205528,0.204177023,0.179952915,0.180077306,0.210645008,100,9.967595638,,,0,156,cropland,irrigated,Irrigated-wheat (tendre)-SC-LS,0,Wheat,,0,0,0
1210,0.156562879,0.159791467,0.20662186,0.242996678,0.27984909,0.304285055,0.304285055,0.303920507,0.268683253,0.217048759,0.183917705,0.174918173,0.176086878,0.175728921,0.176084731,0.176084731,0.176084731,0.178659824,0.196189444,0.206617735,0.206617735,0.198732589,0.178396265,100,9.98651689,,,0,310,cropland,Rainfed,Rainfed-Barley-SC-LS,0,Barley,,0,0,0
1056,0.225319469,0.213573258,0.244961806,0.244961806,0.255179676,0.220629979,0.192389169,0.17834199,0.167320177,0.157973751,0.148754289,0.149503528,0.153825376,0.153825376,0.16160217,0.173725338,0.179687938,0.192945165,0.223903589,0.261085295,0.262185659,0.266921709,0.268580993,,10.02346732,55,43,0,155,cropland,Rainfed,Rainfed-orchards (olive)/Barren-SC-LS,2,Olive Orchard,Barren,0,0,0
1055,0.332115028,0.356674169,0.452200114,0.52963245,0.580263046,0.58150988,0.583061397,0.472666376,0.294980607,0.194988119,0.164572391,0.160884983,0.160902719,0.161033223,0.170367649,0.180689123,0.192166307,0.227049575,0.266995581,0.306941603,0.315848191,0.284397787,0.269706554,100,10.07944075,,,0,154,cropland,Rainfed,Rainfed-Fodder (Fenugreek) - SC-LS,0,Fodder,,0,0,0
1211,0.389186348,0.40561103,0.461727488,0.517611153,0.578777394,0.586137787,0.583925217,0.581797052,0.344051642,0.190043849,0.170467143,0.165149029,0.169460568,0.183439853,0.171780756,0.159729058,0.148447325,0.158510314,0.198271768,0.242778149,0.359047319,0.457600659,0.469219225,100,10.03661979,,,0,311,cropland,Rainfed,Rainfed-Barley-SC-LS,0,Barley,,0,0,0
46,0.29248381,0.314508684,0.348247281,0.475439985,0.692686782,0.689323783,0.689323783,0.563146222,0.372980051,0.270972796,0.218294905,0.202292083,0.196075028,0.189868261,0.189764778,0.198166785,0.255465818,0.275487437,0.275487437,0.314929873,0.342381556,0.434129385,0.507862342,97,9.978628728,,,0,45,cropland,Rainfed,Rainfed-SC-barley-LS,2.5,Barley,,0,0.5,0
48,0.201845185,0.233614864,0.293811414,0.431183486,0.619799554,0.619799554,0.619799554,0.590018208,0.412451675,0.282972655,0.222720284,0.202738837,0.197527455,0.193738895,0.182144938,0.164579846,0.16949371,0.211135692,0.211135692,0.216591764,0.197000632,0.160597509,0.160017792,97,9.962522265,,,0,47,cropland,Rainfed,Rinfed-SC-fababean-VLS,1.5,Fababean,,1,0.5,0
47,0.487587492,0.522339653,0.603308686,0.653882282,0.658406585,0.661443268,0.597434347,0.471407936,0.342119289,0.255946597,0.214956029,0.201633622,0.199350054,0.196856436,0.198179504,0.231409554,0.244486475,0.244486475,0.244486475,0.213140962,0.20094665,0.242336516,0.278255868,93,10.02538416,3,1,0,46,cropland,Rainfed,Rainfed-SC-barley-VLS,2,Barley,,0.5,0.5,0
1212,0.521901264,0.51983746,0.51983746,0.515812001,0.509345949,0.426333539,0.31355408,0.260405917,0.233355176,0.213505229,0.198894762,0.187806352,0.211472878,0.210806814,0.210140163,0.222555649,0.222555649,0.222555649,0.2268637,0.320245913,0.397118408,0.429822854,0.446661319,5,10.06710936,50,45,0,312,cropland,Rainfed,Rainfed - orchards (olive) /Barren-SC-LS,0,Olive Orchard,Barren,0,0,0
2,0.342924436,0.418759492,0.500403221,0.547146797,0.547146797,0.547146797,0.525667576,0.419226718,0.287445546,0.208414358,0.178761808,0.165520273,0.173877403,0.175614208,0.18255603,0.19009742,0.175510133,0.175510133,0.175510133,0.196894167,0.273378391,0.349412632,0.385349878,80,10.22700276,9,5,1,1,cropland,irrigated,Irrigated-SC-barley-LS,2.5,Barley,,1,1.5,0
1054,0.424391211,0.483564267,0.519660944,0.541382575,0.580535491,0.580591209,0.580970764,0.452291985,0.276482752,0.185796949,0.168663245,0.167482887,0.167482887,0.167482887,0.171456219,0.17419484,0.175793812,0.203462575,0.236314157,0.269165929,0.278194842,0.260657119,0.258278492,98,10.12475035,,,0,153,cropland,Rainfed,Rainfed-wheat-SC-LS,2,Wheat,,0,0,0
1053,0.275385128,0.409821316,0.556045299,0.644672287,0.671401485,0.6723288,0.6723288,0.566345216,0.381627844,0.2681789,0.244929803,0.231682185,0.261799152,0.277540759,0.277341913,0.276905697,0.268332255,0.268332255,0.263313459,0.272234283,0.308477069,0.319509598,0.335863521,48,10.12673695,25,15,0,152,cropland,irrigated,Irrigated-orchards (pear) /  Barren-SC-MS,2,Pear Orchard,Barren,10,0,0
1052,0.441551506,0.544339905,0.657970365,0.657997668,0.657997668,0.642593514,0.60106552,0.496918288,0.293360747,0.205220455,0.193975037,0.231185462,0.251796979,0.25075666,0.266617244,0.272315102,0.272315102,0.272315102,0.3009498,0.475447604,0.564845532,0.60730105,0.62936846,93,10.12948567,,,0.5,151,cropland,Rainfed,Rainfed-barley-SC-LS,1,Barley,,5,0.5,0
93,0.330202465,0.330141124,0.427487481,0.580660175,0.665563524,0.665563524,0.665563524,0.554237792,0.384858433,0.30213735,0.284898966,0.278865997,0.280722327,0.280513744,0.280130842,0.272656243,0.28468837,0.297118378,0.312266004,0.315755415,0.302364002,0.343703992,0.379932461,90,10.41175287,,,0.5,92,cropland,Rainfed,Rainfed-SC-wheat-MS,3.5,Wheat,,4,2,0
92,0.422644419,0.418174286,0.418174286,0.418174286,0.408631858,0.382263219,0.366048048,0.341722953,0.334183848,0.310979527,0.269047103,0.258130166,0.272016525,0.269253418,0.266946239,0.263774329,0.243342024,0.250732557,0.293660022,0.348651772,0.435479076,0.521309942,0.551429089,0,10.38726494,60,40,0,91,cropland,irrigated,Irrigated-almond/olive orchards / Barren-LS,0,Olive/Almond Orchard,Barren,0,0,0
91,0.453851214,0.425315805,0.424085087,0.423836358,0.437263357,0.441990452,0.438426681,0.438426681,0.401166245,0.392003456,0.412228142,0.407394585,0.397243219,0.384361369,0.356532187,0.355627136,0.360631592,0.4028157,0.451432235,0.474802971,0.498863648,0.494121313,0.486947345,0,10.35611111,,,0,90,Non-cropland,,Forests/shrublands-VLS,0,,,100,0,0
90,0.448889455,0.448889455,0.483084897,0.484895536,0.497709639,0.497709639,0.497709639,0.490231382,0.415558289,0.415558289,0.415558289,0.440370382,0.460747748,0.460747748,0.456095896,0.426612484,0.383928788,0.383928788,0.397561098,0.48857046,0.533099037,0.509235367,0.494985581,0,10.32229007,,,0,89,Non-cropland,,Forests/shrublands-VLS,0,,,100,0,0
1026,0.341531725,0.351939067,0.425041206,0.448724435,0.466719446,0.46590797,0.458171597,0.440792665,0.373605729,0.373605729,0.379315113,0.424858156,0.424858156,0.424858156,0.337492498,0.304315191,0.3008686,0.301527138,0.310947458,0.301233065,0.301233065,0.267891018,0.223908809,0,10.31888889,5,3,0,125,Non-cropland,,Forests/shrublands-VLS,5,,,87,0,0
1025,0.552269481,0.552269481,0.553709064,0.523221612,0.476721863,0.456509154,0.445959284,0.420340092,0.346682768,0.292803257,0.276750646,0.278137417,0.282907249,0.283179213,0.274229934,0.265280623,0.255351309,0.255351309,0.258772202,0.314460262,0.361000263,0.391895941,0.382637794,35,10.28834468,30,20,0,124,cropland,Rainfed,Rainfed-olive orachards / Barren-LS,15,Olive Orchard,Barren,,0,0
1027,0.519260343,0.546251348,0.581100254,0.600114548,0.600114548,0.600114548,0.590616538,0.552907258,0.483199059,0.473743046,0.471973194,0.507326004,0.509095857,0.509996139,0.505622866,0.472920475,0.396759781,0.350357077,0.350357077,0.348072805,0.428404864,0.468916362,0.457004529,0,10.35916667,,,0,126,Non-cropland,,Forests/shrublands-VLS,1,,,99,0,0
1028,0.761565428,0.76046798,0.760346979,0.747546032,0.707703588,0.663345772,0.61113143,0.514120943,0.356956971,0.298925077,0.290314341,0.301160467,0.340747259,0.344439003,0.344439003,0.34180602,0.340125681,0.340125681,0.340004288,0.545000855,0.671264185,0.679008448,0.683969199,25,10.42245846,50,20,0,127,cropland,Rainfed,Rainfed-olive orachards / Barren -LS,5,Olive Orchard,Barren,0,0,0
1029,0.506325067,0.409800896,0.402078213,0.402078213,0.479772228,0.618826509,0.618826509,0.619072792,0.513603206,0.388805834,0.314082512,0.261658776,0.228213723,0.215137745,0.210405725,0.204587916,0.218464869,0.227314038,0.255404085,0.256088575,0.256296527,0.255145377,0.233250042,96,10.43744892,,,0,128,cropland,Rainfed,Rainfed-SC-wheat-VLS,2,Wheat,,2,0,0
1030,0.472911851,0.471238138,0.469097724,0.443481778,0.420586779,0.42046191,0.41195517,0.403129339,0.354475087,0.312620317,0.29856542,0.28612652,0.297790398,0.294574209,0.291947589,0.287668162,0.265272939,0.265272939,0.265272939,0.318931794,0.371869375,0.39843566,0.390262383,10,10.45608442,,,0,129,Non-cropland,,Waste lands/rangelands,0,,,90,0,0
1031,0.463201618,0.603925755,0.729348719,0.782757123,0.782757123,0.782757123,0.707990462,0.500982869,0.305341638,0.235030391,0.21725538,0.207036169,0.200440308,0.182924403,0.176462084,0.164035741,0.141699005,0.136258512,0.136258512,0.155459507,0.190273723,0.262217261,0.307645758,95,10.49562284,,,0.5,130,cropland,Rainfed,Rainfed-SC-wheat/oats-LS,3,Wheat,,1,0.5,0
1033,0.643965304,0.621434017,0.576282618,0.526504091,0.514752827,0.512608316,0.509762985,0.464530255,0.367046987,0.307458935,0.291943366,0.287639529,0.284625445,0.283597962,0.270083867,0.256602478,0.255342443,0.255342443,0.271626989,0.271626989,0.271626989,0.239805773,0.209158616,90,10.54611111,5,3,0,132,cropland,Rainfed,Rainfed-SC-wheat-LS,2,Wheat,,,0,0
1035,0.35544845,0.527934172,0.694704074,0.729627699,0.730412689,0.73152542,0.663653973,0.519212956,0.366474582,0.293556151,0.259400993,0.243420346,0.23582712,0.236748753,0.24032359,0.237423363,0.238804992,0.238804992,0.238804992,0.224254891,0.216145355,0.211063669,0.198357285,94,10.60376118,3,2,0,134,cropland,Rainfed,Rainfed-SC-wheat/barley-LS,1,Wheat,,,0,0
1034,0.287483115,0.367924494,0.425270904,0.47077412,0.540768495,0.542290671,0.542290671,0.482074602,0.35945962,0.282478836,0.249312137,0.214553076,0.215719653,0.230357533,0.234523509,0.231271051,0.231478006,0.231478006,0.230144004,0.312582115,0.503324027,0.662690637,0.702753156,60,10.58659208,23,15,0,133,cropland,Rainfed,Rainfed-SC-oats-LS,2,Oats,,0,0,0
1032,0.773327758,0.756907154,0.740341987,0.703789898,0.669214822,0.668797435,0.663898142,0.661548256,0.608118182,0.602503906,0.602503906,0.642475967,0.710521578,0.710521578,0.710521578,0.69709821,0.620840005,0.620840005,0.620840005,0.700056344,0.73962694,0.720555416,0.691578696,,10.5444706,50,47,0,131,cropland,irrigated,Irrigated-GW-orange orchards / Barren-LS,3,Orange Orchard,Barren,,0,0
94,0.660977567,0.607668916,0.607668916,0.607668916,0.607668916,0.607668916,0.595850574,0.507215649,0.446445096,0.446445096,0.446445096,0.463969739,0.473686834,0.473686834,0.461757226,0.444802617,0.444802617,0.444802617,0.476182081,0.549115087,0.575696901,0.56603965,0.56603965,10,10.48038919,60,28,0,93,cropland,irrigated,Irrigated-almond/olive orchards /Barren-LS,1,Olive/Almond Orchard,Barren,0,1,0
